SAMPLE ID,REFERENCES,TECTONIC SETTING,Location,LATITUDE,LONGITUDE,MIN ELEVATION,MAX ELEVATION,ROCK NAME,MIN AGE,AGE,MAX AGE,ANALYZED MATERIAL,ROCK TYPE,MINERAL,SIO2,TIO2,AL2O3,CR2O3,FE2O3,FE2O3T,FEO,FEOT,NIO,MNO,MGO,CAO,NA2O,K2O,P2O5,LOI,H2O,HE,CO2,F,CL,S,LI,BE,B,SC,TI,V,CR,MN,CO,NI,CU,ZN,GA,GE,AS,SE,BR,RB,SR,Y,ZR,NB,MO,RU,PD,AG,CD,INDIUM,SN,SB,TE,I,CS,BA,LA,CE,PR,ND,SM,EU,GD,TB,DY,HO,ER,TM,YB,LU,HF,TA,W,RE,OS,IR,PT,AU,TL,PB,BI,TH,U,iso143Nd144Nd,iso87Sr86Sr,iso206Pb204Pb,iso207Pb204Pb,iso208Pb204Pb,iso176Hf177Hf,HE3_HE4,HE4_HE3,HE3_HE4_R_RA,IGSN,EXPEDITION ID,LOC PREC,METHOD,SI,MN,NI,CO,CU,CD,ZN,AS,AG,S,AL,CA,MG,PB207_PB206,PB208_PB206,HF176_HF177_INI,RE187_OS188,OS187_OS188,OS187_OS188_INI,OS187_OS186,OS186_OS188,OS184_OS188,HF176_HF177_INI,ND143_ND144_INI,PB206_PB204_INI,PB207_PB204_INI,PB208_PB204_INI,SR87_SR86_INI,HE3,HE4,AL,CA,K,MG,N,NA,P,PA,SI,TI,AS,AS,GER,INDIUM
AII0127-2-R134A,"SCHILLING, 1999",SPREADING_CENTER,MORB-Arctic,68.17,-18.133,-675,-675,BASALT,,,,GLASS,IGNEOUS:VOLCANIC:MAFIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.01,82.8,,,,,,,,,,,,,,,,,,,5.07,1.89,,,,,,,,,,,,,,,,,,,0.279,,0.102,0.034,0.513215,0.702775,18.016,15.443,37.67,,,,,,TRI0139,0.001,ICPMS; ICPMS-ID; MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARP1974-013-024,"BLICHERT-TOFT, 2005; KELLEY, 2013; MELSON, 2003; SIGURDSSON, 1981; WAGGONER, 1989",SPREADING_CENTER,MORB-Arctic,68.17,-18.34,-675,-675,BASALT,,,,GLASS,IGNEOUS:VOLCANIC:MAFIC,,50.95,1.43,13.88,,1.48,,11.72,13.66,,0.12,6.42,11.19,2.13,0.14,0.14,,,,,,,,,,,44.5,7889,369,62,,47.5,48,93.5,104.9,18.35,,,,,2.2,99.4,30.7,74.4,3.311,0.355,,,,0.0689,,0.542,0.044,,,0.032,27.9,3.49,10,1.62,8.31,2.86,1.06,3.97,0.742,4.87,1.102,3.26,,3.2,0.49,2.23,0.2205,0.1329,,,,,,0.0219,0.516,,0.249,0.078,0.513163,0.702804,17.9913,15.4309,37.609,0.283307,,,,URI900447,TRI0139,0.01,CALC; EMP; HR-ICP-MS; MC-ICP-MS; MS; MS-ID,,,48,47.5,93.5,0.0689,104.9,,,,,,,,,,,,,,,,,,,,,,,,,,1228,,,,,,,7889,,,,
AII0127-2-044T2,"ELKINS, 2011; SCHILLING, 1999",SPREADING_CENTER,MORB-Arctic,68.17,-18.34,-675,-675,BASALT,,,,GLASS,IGNEOUS:VOLCANIC:MAFIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.29,104,,,,,,,,,,,,,,,,,,,8.9,3.09,,,,,,,,,,,,,,,,,,,0.453,,0.249,0.0861,0.513127,0.702779,18.02,15.442,37.648,,,,,,TRI0139,0.01,ICPMS; ICPMS-ID; MC-ICP-MS; MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,,,,,,
AII0127-2-R105,"MERTZ, 1991; MICHAEL, 1998",SPREADING_CENTER,MORB-Arctic,68.23,-18.18,-590,-590,BASALT,,,,GLASS,IGNEOUS:VOLCANIC:MAFIC,,,,,,,,,,,,,,,,,,,,,,113,,,,,,,,,,,,,,,,,,,1.05,77.5,,,,,,,,,,,,,,,,,,,4.99,1.84,,,,,,,,,,,,,,,,,,,0.212,,,,0.51318,0.70288,17.978,15.416,37.612,,,,,,POS0158,0.01,EMP; MS; MS-ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,610,,,,,,,,,,,
ALV0518-003-001,"MERTZ, 1991; MICHAEL, 1998",SPREADING_CENTER,MORB-Arctic,68.36,-17.96,-720,-720,BASALT,,,,GLASS,IGNEOUS:VOLCANIC:MAFIC,,,,,,,,,,,,,,,,,,,,,,168,,,,,,,,,,,,,,,,,,,2.13,93.3,,,,,,,,,,,,,,,,,,,8.24,2.81,,,,,,,,,,,,,,,,,,,,,,,0.513194,0.70281,17.999,15.439,37.635,,,,,,POS0158,0.01,EMP; MS; MS-ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1170,,,,,,,,,,,
AII0127-2-R090,"SCHILLING, 1999",SPREADING_CENTER,MORB-Arctic,68.41,-18.06,-885,-885,BASALT,,,,GLASS,IGNEOUS:VOLCANIC:MAFIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.14,70.9,,,,,,,,,,,,,,,,,,,6.86,2.7,,,,,,,,,,,,,,,,,,,0.273,,0.122,0.037,0.513189,0.70271,17.953,15.421,37.567,,,,,,TRI0139,0.01,ICPMS; ICPMS-ID; MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
END0025-005-003,"KEMPTON, 2000",OCEANIC_PLATEAU,MORB-Arctic,68.50,-12.462,-1763,-1763,BASALT,,,,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,,48.4,1.347,13.73,,14.11,,,,,0.242,7.31,11.26,2.35,0.069,0.117,0.49,,,,,,,,,,53.7,,459.9,0.6,,,93.5,158.4,107.7,,,,,,1.29,80.64,35.48,68.7,2.83,3.57,,,,,,,,,,0.04,14.98,0.05,2.75,8.11,1.42,8.07,3.02,1.05,4.83,0.85,5.65,1.21,3.48,0.57,0.6,1.98,1.985,,,,,,,,0.22,,2.718,0.16,0.513177,0.703248,17.919,15.477,37.546,0.283352,,,,,DSDP038,0.0001,ICP; IGN; MC-ICP-MS; MS; XRF,,,93.5,,158.4,,107.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AII0127-2-R077,"KEMPTON, 2000",OCEANIC_PLATEAU,MORB-Arctic,68.50,-12.462,-1763,-1763,BASALT,,,,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,,46.82,1.496,15.16,,14.45,,,,,0.332,6.6,10.58,2.59,0.05,0.134,1.39,,,,,,,,,,59.1,,507.4,0.63,,,105.2,178.1,112.1,,,,,,0.5,91.03,36.87,74.06,3.09,3.95,,,,,,,,,,0.01,18.6,0.05,3.73,9.04,1.54,8.89,3.2,1.12,4.69,0.87,5.81,1.33,3.65,0.66,0.63,2.16,2.16,,,,,,,,0.32,,0.298,0.18,0.513177,0.703151,17.946,15.456,37.595,0.283348,,,,,DSDP038,0.0001,ICP; IGN; MC-ICP-MS; MS; XRF,,,105.2,,178.1,,112.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXXESCP-017-002D,"BLICHERT-TOFT, 2005; KELLEY, 2013; MELSON, 2003; POREDA, 1986; WAGGONER, 1989",SPREADING_CENTER,MORB-Arctic,68.63,-17.68,-908,-908,BASALT,,,,GLASS,IGNEOUS:VOLCANIC:MAFIC,,49.92,1.69,12.67,,,,,16.09,,,5.8,10.38,2.2,0.1,0.16,,0.35,,,,,,,,,44.6,8740,423,73,,50,53.6,80.6,129.2,18.74,,,,,1.36,70,38.8,78.9,1.912,0.264,,,,0.0844,,0.597,0.0478,,,0.021,16.5,2.41,7.9,1.44,8.15,3.24,1.15,4.78,0.929,6.21,1.447,4.26,,4.3,0.634,2.6,0.1652,0.1249,,,,,,0.0228,0.46,,0.157,0.083,0.513195,0.702767,17.955,15.422,37.5854,0.283291,,,,URI900450,TRI0139,0.01,EMP; HR-ICP-MS; MC-ICP-MS; MS; MS-ID,,,53.6,50,80.6,0.0844,129.2,,,,,,,,,,,,,,,,,,,,,,,,,,757,,,,,,,8740,,,,
XXXESCP-017-002G,"SCHILLING, 1999",SPREADING_CENTER,MORB-Arctic,68.63,-17.68,-908,-908,BASALT,,,,GLASS,IGNEOUS:VOLCANIC:MAFIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.42,74.1,,,,,,,,,,,,,,,,,,,9.22,3.58,,,,,,,,,,,,,,,,,,,0.391,,0.15,0.091,0.513135,0.702673,17.955,15.433,37.645,,,,,,TRI0139,0.01,ICPMS; ICPMS-ID; MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRI0101-012-006,"ANDRES, 2004; BLICHERT-TOFT, 2005; DIXON, 2017; KELLEY, 2013; WAGGONER, 1989",SPREADING_CENTER,MORB-Arctic,69.15,-16.22,-1145,-1200,BASALT,,,,GLASS,IGNEOUS:VOLCANIC:MAFIC,,,,,,,,,,,,,,,,,,0.154,,98,,,,,,,43.9,4089,254,174,,46,74.2,103.3,73.4,17.18,,,,,0.51,79.3,20.2,38.5,0.684,0.214,,,,0.018,,0.045,0.0404,,,0.012,8.2,1.06,3.6,0.71,3.85,1.59,0.66,2.47,0.437,2.93,0.64,1.9,,1.94,0.303,1.17,0.0637,0.1111,,,,,,0.0182,0.342,,0.078,0.019,0.513215,0.702736,17.8705,15.4346,37.5164,0.283317,,,,URI900455,TRI0139,0.01,FTIR; HR-ICP-MS; MC-ICP-MS; MS; MS-ID,,,74.2,46,103.3,0.018,73.4,,,,,,,,,,,,,,,,,,,,,,,,,,252,,,,,,,4089,,,,
DAR0080-096-001,"SCHILLING, 1999",SPREADING_CENTER,MORB-Arctic,69.15,-16.22,-1145,-1200,BASALT,,,,GLASS,IGNEOUS:VOLCANIC:MAFIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.47,78.3,,,,,,,,,,,,,,,,,,,4.15,1.65,,,,,,,,,,,,,,,,,,,0.201,,0.052,0.017,0.513185,0.702691,17.912,15.443,37.588,,,,,,TRI0139,0.01,ICPMS; ICPMS-ID; MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRQPS09-ROC22,"ELKINS, 2011; MERTZ, 1997",SPREADING_CENTER,MORB-Arctic,69.46,-15.9457,-1226,-1226,BASALT,,,,GLASS,IGNEOUS:VOLCANIC:MAFIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0464,0.0175,0.513136,0.702807,17.979,15.423,37.561,0.283302,,,,,POLARK7-1,0.0001,ICPMS; MC-ICP-MS; MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALV0534-003-001,"ELKINS, 2011; MERTZ, 1997",SPREADING_CENTER,MORB-Arctic,69.67,-15.5522,-983,-983,BASALT,,,,GLASS,IGNEOUS:VOLCANIC:MAFIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0336,0.0127,0.513102,0.702904,18.007,15.435,37.624,0.283261,,,,,POLARK7-1,0.0001,ICPMS; MC-ICP-MS; MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,
AII0129-6-R016,"SCHILLING, 1999",SPREADING_CENTER,MORB-Arctic,69.73,-15.74,-1038,-1038,BASALT,,,,GLASS,IGNEOUS:VOLCANIC:MAFIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,69.9,,,,,,,,,,,,,,,,,,,5.49,2.26,,,,,,,,,,,,,,,,,,,0.23,,0.075,0.03,0.513213,0.702764,17.987,15.405,37.512,,,,,,TRI0139,0.01,ICPMS; ICPMS-ID; MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALV0832-002,"BLICHERT-TOFT, 2005; DIXON, 2017; KELLEY, 2013; WAGGONER, 1989",SPREADING_CENTER,MORB-Arctic,69.73,-15.74,-1038,-1038,BASALT,,,,GLASS,IGNEOUS:VOLCANIC:MAFIC,,,,,,,,,,,,,,,,,,0.171,,117,,,,,,,41,5255,288,265,,43.6,96.3,84,86.3,16.69,,,,,0.7,66.3,25.4,48.4,0.947,0.193,,,,0.036,,0.196,0.0395,,,0.013,9.9,1.26,4.36,0.85,4.84,2,0.78,3.09,0.575,3.91,0.885,2.62,,2.64,0.404,1.58,0.0636,0.1094,,,,,,0.0174,0.344,,0.093,0.03,0.513201,0.702777,18.0053,15.4249,37.5677,0.283305,,,,URI900453,TRI0139,0.01,FTIR; HR-ICP-MS; MC-ICP-MS; MS; MS-ID,,,96.3,43.6,84,0.036,86.3,,,,,,,,,,,,,,,,,,,,,,,,,,383,,,,,,,5255,,,,
DSDP049-0411-001-001/014-018,"BLICHERT-TOFT, 2005; DIXON, 2017; KELLEY, 2013; SIGURDSSON, 1981; WAGGONER, 1989",SPREADING_CENTER,MORB-Arctic,69.73,-15.59,-917,-917,BASALT,,,,GLASS,IGNEOUS:VOLCANIC:MAFIC,,51.25,1.09,13.72,,1.34,,10.82,,,0.11,7.21,11.27,2.14,0.04,,,0.184,,40,,,,,,,49.3,6268,357,82,,52.6,60.4,102,98.5,18.46,,,,,0.81,75.2,30,53.9,1.12,0.21,,,,0.0648,,0.351,0.0533,,,0.014,11,1.6,5.17,0.99,5.81,2.38,0.94,3.61,0.696,4.72,1.076,3.17,,3.18,0.479,1.59,0.1059,0.1147,,,,,,0.0208,0.381,,0.106,0.032,0.513198,0.702806,18.0071,15.424,37.569,0.283295,,,,URI900452,TRI0139,0.01,CALC; EMP; FTIR; HR-ICP-MS; MC-ICP-MS; MS; MS-ID,,,60.4,52.6,102,0.0648,98.5,,,,,,,,,,,,,,,,,,,,,,,,,,424,,,,,,,6268,,,,
VEM0030-010-004,"SCHILLING, 1999",SPREADING_CENTER,MORB-Arctic,69.73,-15.59,-917,-917,BASALT,,,,GLASS,IGNEOUS:VOLCANIC:MAFIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,69.9,,,,,,,,,,,,,,,,,,,5.62,2.32,,,,,,,,,,,,,,,,,,,0.154,,0.077,0.032,0.513156,0.702795,18.032,15.452,37.646,,,,,,TRI0139,0.01,ICPMS; ICPMS-ID; MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AII0127-1-010-003,"ELKINS, 2011; MERTZ, 1997",SPREADING_CENTER,MORB-Arctic,69.80,-15.6795,-1116,-1116,BASALT,,,,GLASS,IGNEOUS:VOLCANIC:MAFIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0752,0.028,0.513142,0.702744,18.014,15.439,37.649,0.283297,,,,,POLARK7-1,0.0001,MC-ICP-MS; MS; TIMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALV0528-003,"ELKINS, 2011; MERTZ, 1997",SPREADING_CENTER,MORB-Arctic,70.12,-15.3177,-1346,-1346,BASALT,,,,GLASS,IGNEOUS:VOLCANIC:MAFIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0766,0.025,0.513176,0.702793,18.001,15.439,37.612,0.283316,,,,,POLARK7-1,0.0001,MC-ICP-MS; MS; TIMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GIMNAUT-DR09-001,"HOFMANN, 1983; HOFMANN, 1986; ITO, 1980; ITO, 1987; JOCHUM, 1983; WHITE, 1993",SPREADING_CENTER,MORB-Arctic,70.17,-15.26,-1097,-1280,BASALT,,,,GLASS,IGNEOUS:VOLCANIC:MAFIC,,,,,,,,,,,,,,,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,0.91,,,,1.45,,,,,,,,,,,,11.17,,4.57,,,,,,,,,,,,,,,,,,,,,,0.189,,0.07,0.032,0.513169,0.70315,18.343,15.503,37.792,,,,,,LYN1973,0.001,MS; MS-ID; SS-ID; SSMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,377,,,,,,,,,,,
MET41/2-146-002,"MERTZ, 1997",SPREADING_CENTER,MORB-Arctic,70.34,-15.4017,-925,-925,THOLEIITE,,,,GLASS,IGNEOUS:VOLCANIC:MAFIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51315,0.702809,18.219,15.482,37.841,,,,,,POLARK7-1,0.0001,MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EWI9309-036-001,"BLICHERT-TOFT, 2005; KELLEY, 2013; SCHILLING, 1999; WAGGONER, 1989",SPREADING_CENTER,MORB-Arctic,70.36,-15.42,-925,-925,BASALT,,,,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,,,,,,,,,,,,,,,,,,,,,,,,,,,43.2,4707,262,180,,46.5,91.1,92.1,74,16.68,,,,,1.88,103.6,20.7,46.6,3.278,0.313,,,,0.0823,,0.209,0.0697,,,0.023,32.5,2.76,7.05,1.08,5.42,1.89,0.74,2.68,0.474,3.17,0.704,2.02,,1.99,0.31,1.25,0.2098,0.3295,,,,,,0.0267,0.526,,0.242,0.143,0.51311,0.702964,18.2613,15.4835,37.8394,0.283205,,,,URI900369,AKU0015,0.01,HR-ICP-MS; MC-ICP-MS; MS; MS-ID,,,91.1,46.5,92.1,0.0823,74,,,,,,,,,,,,,,,,,,,,,,,,,,1063,,,,,,,4707,,,,
ALV1022-004-2,"ELKINS, 2011; MERTZ, 1997",SPREADING_CENTER,MORB-Arctic,70.45,-14.776,-1169,-1169,BASALT,,,,GLASS,IGNEOUS:VOLCANIC:MAFIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0615,0.0261,0.513146,0.70274,18.043,15.439,37.62,0.283293,,,,,POLARK7-1,0.0001,MC-ICP-MS; MS; TIMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALV0518-001-001,"ELKINS, 2011; MERTZ, 1997",SPREADING_CENTER,MORB-Arctic,70.62,-14.5263,-1001,-1001,BASALT,,,,GLASS,IGNEOUS:VOLCANIC:MAFIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.513139,0.702839,17.998,15.431,37.568,0.283279,,,,,POLARK7-1,0.0001,MC-ICP-MS; MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSDP082-0561-1-1/125-128,"BLICHERT-TOFT, 2005; KELLEY, 2013; SCHILLING, 1999; WAGGONER, 1989",SPREADING_CENTER,MORB-Arctic,70.66,-14.312,-1000,-1400,BASALT,,,,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,,,,,,,,,,,,,,,,,,,,,,,,,,,50.8,7360,375,320,,56.3,117.2,100.3,103.6,19.15,,,,,2.69,83.5,32.9,64.6,1.636,0.293,,,,0.1563,,0.639,0.0638,,,0.072,15.4,1.94,6.27,1.16,6.75,2.73,1.04,4.12,0.786,5.28,1.211,3.58,,3.48,0.524,1.75,0.1042,0.6091,,,,,,0.0349,0.493,,0.139,0.045,0.513191,0.703047,18.054,15.4388,37.6219,0.283293,,,,URI900372,AKU0015,0.001,HR-ICP-MS; MC-ICP-MS; MS; MS-ID,,,117.2,56.3,100.3,0.1563,103.6,,,,,,,,,,,,,,,,,,,,,,,,,,1152,,,,,,,7360,,,,
NAU0064-078,"ELKINS, 2016",SPREADING_CENTER,MORB-Arctic,70.77,-13.5448,-1559,-1559,BASALT,,,,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.85,0.231,0.513006,0.703151,18.8926,15.5093,38.6157,0.283175,,,,,POS0436,1e-05,MC-ICP-MS; MS-ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MELWEST-10-105-001,"ELKINS, 2016",SPREADING_CENTER,MORB-Arctic,70.79,-13.754,-1714,-1714,BASALT,,,,GLASS,IGNEOUS:VOLCANIC:MAFIC,,50.73,0.85,15.02,0.07,,,9.16,,,,8.95,13.64,1.57,0.074,0.094,,,,,,0.012,,4.5,,,46.9,,275.3,246,,49.4,85.7,110.2,72.4,,,,,,1.6,56.4,23.9,36.5,,0.2,,,,,,,,,,,,2.3,6.1,0.9,4.6,1.6,0.6,2.5,0.5,3.1,0.7,2.2,,2.4,0.4,1.1,,,,,,,,,0.4,,,0.04,0.513083,0.702961,18.4553,15.4547,38.0857,0.283255,,,,,POS0436,1e-05,EMP; ICPMS; MC-ICP-MS,,,85.7,49.4,110.2,,72.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W95-25,"ELKINS, 2016",SPREADING_CENTER,MORB-Arctic,70.91,-13.1125,-485,-485,BASALT,,,,GLASS,IGNEOUS:VOLCANIC:MAFIC,,52.27,2.25,13.06,0.031,,,14.6,,,,4.54,8.68,2.76,0.551,0.22,,,,,,0.141,,7.7,,,43.7,,424.4,18.1,,43.8,20.1,49.9,104.2,,,,,,12,150,39.6,118.6,,0.9,,,,,,,,,,,172.2,15.4,33,4.2,17.8,4.5,1.5,5.4,0.9,5.9,1.3,4,,4.1,0.6,3.1,,,,,,,,,1.3,,1.6,0.44,0.513008,0.703187,18.8756,15.5177,38.599,0.283177,,,,,POS0436,1e-05,EMP; ICPMS; MC-ICP-MS,,,20.1,43.8,49.9,,104.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REVDFT4-D69B,"MERTZ, 1997",OFF-AXIS_SPREADING_CENTER,MORB-Arctic,70.94,-13.0158,-38,-38,THOLEIITE,,,,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512971,0.703224,18.983,15.545,38.78,,,,,,POLARK7-1,0.0001,MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAU0064-095,"ELKINS, 2016",SPREADING_CENTER,MORB-Arctic,70.95,-13.0377,-207,-207,BASALT,,,,GLASS,IGNEOUS:VOLCANIC:MAFIC,,52.7,2.06,12.8,0.034,,,13.66,,,,5.4,9.1,2.7,0.5,0.22,,,,,,0.149,,6.6,,,30.2,,402.3,19.4,,43.2,38.8,73.8,160.4,,,,,,11.4,138.1,32.6,132.4,,1.2,,,,,,,,,,,173.2,13.7,32.4,3.7,15.3,3.7,1.2,4.4,0.8,4.7,1,3.2,,3.3,0.5,3.3,,,,,,,,,1.7,,1.49,0.48,0.513019,0.703203,18.8881,15.5185,38.6109,0.283183,,,,,POS0436,1e-05,EMP; ICPMS; MC-ICP-MS,,,38.8,43.2,73.8,,160.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAU0064-073,"ELKINS, 2016",SPREADING_CENTER,MORB-Arctic,70.95,-13.0377,-207,-207,BASALT,,,,GLASS,IGNEOUS:VOLCANIC:MAFIC,,52.5,2,11.9,0.03,,,13.6,,,,6.2,9.8,2.5,0.45,0.2,,,,,,0.14,,6.8,,,36.9,,409,14.6,,42.9,174.6,49.1,105.8,,,,,,11.6,140.4,34.6,128.2,,1,,,,,,,,,,,175.7,15.1,34.4,4.1,17.4,4.3,1.4,5,0.9,5.4,1.1,3.6,,3.7,0.6,3.4,,,,,,,,,1.4,,1.54,0.49,0.513015,0.703195,18.8899,15.5211,38.6184,0.283175,,,,,POS0436,1e-05,EMP; ICPMS; MC-ICP-MS,,,174.6,42.9,49.1,,105.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SON0208-066-003,"BEZARD, 2016; ELKINS, 2016",SPREADING_CENTER,MORB-Arctic,70.99,-6.4003,-2493,-2493,BASALT,,,,GLASS,IGNEOUS:VOLCANIC:MAFIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.6,,,29.8,,,,,,,,29.4,315.9,32.8,173.2,,1.324,,,,,,,,,,,454.7,,65.1,8.2,31.4,6.2,2,5.6,0.8,5.4,1.1,3,,3,0.4,4,,,,,,,,,,,0.95,0.95,0.512978,0.703395,18.7946,15.4979,38.5077,0.283233,,,,,SUBMAR2001,1e-05,LA-ICPMS; MC-ICP-MS; TIMS,,,29.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MELNEMO-2-AHA-18A,"BLICHERT-TOFT, 2005; KELLEY, 2013; SCHILLING, 1999; WAGGONER, 1989",SPREADING_CENTER,MORB-Arctic,71.06,-12.973,-400,-650,BASALT,,,,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,,,,,,,,,,,,,,,,,,,,,,,,,,,44.7,5618,290,405,,52.5,161.8,98.3,81.3,16.8,,,,,6.86,134.4,22.6,56.3,11.2,0.514,,,,0.1114,,0.347,0.0664,,,0.08,109.5,7.18,15.1,1.9,8.26,2.27,0.86,3.08,0.534,3.54,0.802,2.3,,2.28,0.358,1.46,0.6795,0.4365,,,,,,0.0247,0.767,,0.867,0.227,0.513033,0.70309,18.8833,15.5362,38.6449,0.283218,,,,URI900374,AKU0015,0.001,HR-ICP-MS; MC-ICP-MS; MS; MS-ID,,,161.8,52.5,98.3,0.1114,81.3,,,,,,,,,,,,,,,,,,,,,,,,,,2450,,,,,,,5618,,,,
ALV1551-003,"ELKINS, 2016",SPREADING_CENTER,MORB-Arctic,71.06,-12.9398,-622,-622,BASALT,,,,GLASS,IGNEOUS:VOLCANIC:MAFIC,,50.9,1,14.83,0.07,,,9.3,,,,8.3,13.16,1.777,0.192,0.074,,,,,,0.028,,4.9,,,47.9,,280.4,376.3,,46.2,106.3,92.3,73.8,,,,,,4.2,99.2,25.5,46.8,,0.4,,,,,,,,,,,52.7,5.2,11,1.5,7,2.1,0.8,2.9,0.5,3.5,0.8,2.4,,2.6,0.4,1.4,,,,,,,,,0.6,,0.37,0.13,0.513044,0.703047,18.7881,15.5004,38.4908,0.283217,,,,,POS0436,1e-05,EMP; ICPMS; MC-ICP-MS,,,106.3,46.2,92.3,,73.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
