SAMPLE ID,REFERENCES,TECTONIC SETTING,Location,LATITUDE,LONGITUDE,MIN ELEVATION,MAX ELEVATION,ROCK NAME,MIN AGE,AGE,MAX AGE,ANALYZED MATERIAL,ROCK TYPE,MINERAL,SIO2,TIO2,AL2O3,CR2O3,FE2O3,FE2O3T,FEO,FEOT,NIO,MNO,MGO,CAO,NA2O,K2O,P2O5,LOI,H2O,HE,CO2,F,CL,S,LI,BE,B,SC,TI,V,CR,MN,CO,NI,CU,ZN,GA,GE,AS,SE,BR,RB,SR,Y,ZR,NB,MO,RU,PD,AG,CD,INDIUM,SN,SB,TE,I,CS,BA,LA,CE,PR,ND,SM,EU,GD,TB,DY,HO,ER,TM,YB,LU,HF,TA,W,RE,OS,IR,PT,AU,TL,PB,BI,TH,U,iso143Nd144Nd,iso87Sr86Sr,iso206Pb204Pb,iso207Pb204Pb,iso208Pb204Pb,iso176Hf177Hf,HE3_HE4,HE4_HE3,HE3_HE4_R_RA,IGSN,EXPEDITION ID,LOC PREC,METHOD,SI,MN,NI,CO,CU,CD,ZN,AS,AG,S,AL,CA,MG,PB207_PB206,PB208_PB206,HF176_HF177_INI,RE187_OS188,OS187_OS188,OS187_OS188_INI,OS187_OS186,OS186_OS188,OS184_OS188,HF176_HF177_INI,ND143_ND144_INI,PB206_PB204_INI,PB207_PB204_INI,PB208_PB204_INI,SR87_SR86_INI,HE3,HE4,AL,CA,K,MG,N,NA,P,PA,SI,TI,AS,AS,GER,INDIUM
AGU0032-004-111,"NIU, 1997; NIU, 2002; ZHANG, 2016",SEAMOUNT,MORB-Pacific,14.14,-104.357,-2760,-2760,BASALT,,,,GLASS,IGNEOUS:VOLCANIC:MAFIC,,51.91,2.32,14.69,,,,,10.36,,0.2,5.75,9.93,3.64,0.52,0.33,,,,,,,,5.95,1.19,,36.4,,289,38,,32.6,21.7,48.1,88.7,18.4,,,,,9.09,176,40.7,194,16.181,,,,,,,,,,,0.127,100.47,13.09,32.11,4.47,19.83,5.33,1.79,6.28,1.05,6.84,1.48,4.26,0.65,4.09,0.59,4.496,0.974,,,,,,,,1.341,,1.299,0.436,0.513111,0.702719,18.496,15.495,37.955,0.283136,,,,,WASRAI2,0.001,EMP; ICPMS; MC-ICP-MS; MS,,,21.7,32.6,48.1,,88.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEROBOU-WJM-016B,"CASTILLO, 2000; DIXON, 2017; GALE, 2013; LANGMUIR, 1999; SALTERS, 2011",SPREADING_CENTER,MORB-Pacific,14.14,-104.215,-2780,-2780,BASALT,,,,GLASS,IGNEOUS:VOLCANIC:MAFIC,,49.3,1.61,15.35,,10.55,10.55,,9.58,,0.17,7.8,11.3,2.75,0.26,0.22,,0.13,,,,,,6.68,1.09,,38.6,,313,319,,41.9,89.2,82.6,80.8,17.61,,,,,2.588,173.835,36.017,136.81,6.062,,,,,,,,,,,0.042,27.175,6.191,16.997,2.54,13.037,3.864,1.399,4.96899,0.898,5.723,1.236,3.62107,,3.423,0.508,3.134,0.4,,,,,,,,0.753,,0.36,0.141,0.513105,0.7026,18.498,15.516,37.962,0.283165,,,,,NHOCHEP,0.001,DCP; EA; EMP; ICPMS; MC-ICP-MS; MS,,,89.2,41.9,82.6,,80.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CON2802-022-010,"GALE, 2013; MALLICK, 2019; SALTERS, 2011",SPREADING_CENTER,MORB-Pacific,14.28,-104.263,-2825,-2825,BASALT,,,,GLASS,IGNEOUS:VOLCANIC:MAFIC,,50.9,1.91,14.06,,,,,11.18,,0.22,7.17,11.22,2.61,0.128,0.151,,,,,,,,8.03,0.56,,46.26,10527,374,119,2011,41.99,57.2,68.89,93.93,18.13,,,,,1.02,91,44.8,118,3.18,,,,,,,,,,,,10.93,3.83,11.97,2.12,11.67,4.06,1.35,5.9,1.04,7.01,1.52,4.38,,4.32,0.69,3.15,0.21,,,,,,,,0.53,,0.2,0.07,0.513163,0.702579,18.254,15.4799,37.7731,0.283219,,,,,NHOCHEP,0.001,EMP; ICPMS; MC-ICP-MS; TIMS,,2011,57.2,41.99,68.89,,93.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17,,,10527,,,,
MELPROT-5-028-146,"CASTILLO, 2000; GALE, 2013; LANGMUIR, 1999",SPREADING_CENTER,MORB-Pacific,14.28,-104.263,-2825,-2825,BASALT,,,,GLASS,IGNEOUS:VOLCANIC:MAFIC,,50.1,1.59,14.28,,11.57,11.57,,10.56,,0.19,7.63,11.68,2.53,0.11,0.15,,,,,,,,7.34,0.64,,42.8,,345,198,,42.7,69.6,70.4,89.8,17.68,,,,,0.958,97.502,37.924,104.138,2.751,,,,,,,,,,,0.013,10.862,3.372,10.722,1.87,10.356,3.606,1.301,4.93644,0.936,6.236,1.361,4.01295,,3.828,0.575,2.646,0.188,,,,,,,,0.518,,0.163,0.052,0.513169,0.70258,18.429,15.525,37.942,,,,,,NHOCHEP,0.001,DCP; EMP; ICPMS; MS,,,69.6,42.7,70.4,,89.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MET41/2-153-001,"CASTILLO, 2000",SPREADING_CENTER,MORB-Pacific,14.31,-104.26,-2769,-2780,BASALT,,,,GLASS,IGNEOUS:VOLCANIC:MAFIC,,50.02,1.55,14.8,,11.3,,,,,0.19,7.71,11.9,2.55,0.11,0.15,,,,,,,,,,,39.9,,328,274,,,86,72,,,,,,,,110,36,112,,,,,,,,,,,,,10.2,,11.8,,10.7,3.73,1.33,5.04,,6.16,,3.96,,3.68,,,,,,,,,,,,,,,0.51315,0.70263,18.22,15.498,37.801,,,,,,WASRAI2,0.01,DCP; MS; MS-ID,,,86,,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
END0063-017-005,"CASTILLO, 2000",SPREADING_CENTER,MORB-Pacific,14.42,-104.32,-2910,-2960,BASALT,,,,GLASS,IGNEOUS:VOLCANIC:MAFIC,,50.52,1.92,13.8,,13,,,,,0.21,6.98,10.9,2.72,0.14,0.19,,,,,,,,,,,40.2,,392,184,,,82,67,,,,,,,,103,45,138,,,,,,,,,,,,,13.5,,14.4,,13.6,4.77,1.49,6.16,,7.63,,4.96,,4.61,,,,,,,,,,,,,,,0.513147,0.70256,18.255,15.474,37.736,,,,,,WASRAI2,0.01,DCP; MS; MS-ID,,,82,,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CON2806-042-007G,"CASTILLO, 2000; COTTRELL, 2011; COTTRELL, 2013; HAHM, 2009; NIELSEN, 2014",SPREADING_CENTER,MORB-Pacific,14.59,-104.33,-2795,-2797,BASALT,,,,GLASS,IGNEOUS:VOLCANIC:MAFIC,,50.7,2.14,13.8,,13.4,,,13,,0.22,6.2,10.5,2.75,0.15,0.21,,0.32,,,,,,6.77,0.724,,42,,415,63,1699,42.6,44,53.5,100.8,,,,,,0.81,108,44.6,139,3.1,,,,,,,,,,,0.0112,9.1,4.65,15.2,2.7,14.5,4.44,1.56,6.45,1.037,6.59,1.4,3.93,0.611,4.57,0.67,3.51,0.207,,,,,,,0.0125,0.591,,0.186,0.075,0.513161,0.70252,18.176,15.458,37.65,,,,8.29,,WASRAI2,0.01,DCP; FTIR; ICPMS; LA-ICPMS; Unknown,,1699,44,42.6,53.5,,100.8,,,,,,,,,,,,,,,,,,,,,,,,,,1154,,,,977,,,,,,,
CHRRI88-026-101,"CASTILLO, 2000",SPREADING_CENTER,MORB-Pacific,14.70,-104.33,-2832,-2850,BASALT,,,,GLASS,IGNEOUS:VOLCANIC:MAFIC,,49.87,1.58,15.3,,10.9,,,,,0.18,8.13,11.3,2.77,0.09,0.15,,,,,,,,,,,38.3,,308,296,,,116,66,,,,,,,,118,36,110,,,,,,,,,,,,,7.4,,11.3,,10.6,3.76,1.35,5.1,,6.16,,3.91,,3.62,,,,,,,,,,,,,,,0.513181,0.70257,18.106,15.454,37.622,,,,,,WASRAI2,0.01,DCP; MS; MS-ID,,,116,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HAK0604-DR004,"CASTILLO, 2000; GALE, 2013; LANGMUIR, 1999",SPREADING_CENTER,MORB-Pacific,14.78,-104.36,-2875,-2875,BASALT,,,,GLASS,IGNEOUS:VOLCANIC:MAFIC,,49.79,2.37,13.86,,13.02,,,11.93,,0.21,7.32,10.08,2.93,0.19,0.23,,,,,,,,,,,,,,,,,,,,,,,,,2.684,133.512,52.856,180.757,5.912,,,,,,,,,,,,23.649,6.646,19.486,3.195,16.866,5.551,1.813,6.88572,1.295,8.618,1.858,5.41299,,5.021,0.773,4.373,0.412,,,,,,,,,,0.376,0.127,0.513138,0.70269,18.342,15.499,37.862,,,,,,NHOCHEP,0.001,DCP; EMP; ICPMS; MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAR0057-021-001-1B,"CASTILLO, 2000",SPREADING_CENTER,MORB-Pacific,14.82,-104.39,-2940,-2964,BASALT,,,,GLASS,IGNEOUS:VOLCANIC:MAFIC,,50.23,1.37,15.3,,10.8,,,,,0.18,7.77,11.4,2.7,0.08,0.12,,,,,,,,,,,39,,296,152,,,70,74,,,,,,,,103,33,92,,,,,,,,,,,,,9.5,,9.28,,8.89,3.24,1.19,4.47,,5.54,,3.54,,3.29,,,,,,,,,,,,,,,0.513172,0.70255,18.076,15.456,37.585,,,,,,WASRAI2,0.01,DCP; MS; MS-ID,,,70,,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAR0057-020-001-3B,"CASTILLO, 2000",SPREADING_CENTER,MORB-Pacific,14.82,-104.39,-2940,-2964,BASALT,,,,GLASS,IGNEOUS:VOLCANIC:MAFIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.513179,0.70255,18.077,15.454,37.596,,,,,,WASRAI2,0.01,MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MELWEST-10-071-001,"BEZOS, 2005; DAVID, 2000; EILER, 2000; GANNOUN, 2007; HAMELIN, 1984; SCHIANO, 1997",SPREADING_CENTER,MORB-Pacific,20.12,-113.712,-2915,-2915,BASALT,,,,GLASS,IGNEOUS:VOLCANIC:MAFIC,,51.19,2.56,13.13,,2.05,,11.64,13.49,,0.24,5.97,9.82,3.05,0.11,0.21,,0.39,,,,574,1680,,,2.06,,,,,,,48.3,,,,,,,,,,,170.48,,,,,,,,,,,,,,5,16.3,,,5.9,1.89,,1.48,,,,,,,4.647,,,2.12e+06,4020,,,,,,,0.187,0.083,0.513161,0.702587,18.427,15.488,37.937,,,,,,CHRSR02,0.0001,EMP; FTIR; IMP; INAA; MS; MS-ID; TIMS-ID; WET,,,48.3,,,,,,,1680,,,,,,,2569,0.1267,,1.174,,,,,,,,,,,,,,,,,,,,,,,,
SW26-2,"MACDOUGALL, 1986; NEWMAN, 1983; WHITE, 1987",SPREADING_CENTER,MORB-Pacific,20.82,-109.12,-2602,-2602,BASALT,,,,GLASS,IGNEOUS:VOLCANIC:MAFIC,,49.53,1.05,16.74,,,,,8.71,,0.15,8.99,12.02,2.23,0.07,0.1,,,,,,,,,,,,,274,,,,170,,,,,,,,0.65,98,30,59,,,,,,,,,,,,,,,,,6.19,2.35,,,,,,,,,,,,,,,,,,,,,0.103,0.029,0.513177,0.702404,18.395,15.479,37.813,,,,,,ALV0923,0.01,ALPHA; EMP; MS; MS-ID; XRF,,,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUF0125-016-003-003,"HEKINIAN, 1987; MACDOUGALL, 1986; NEWMAN, 1983; WHITE, 1987",SPREADING_CENTER,MORB-Pacific,20.85,-109.05,-2641,-2641,BASALT,,,,GLASS,IGNEOUS:VOLCANIC:MAFIC,,50.31,1.63,15.2,,,,,10.02,,0.1,7.78,11.4,2.99,0.11,0.17,,,,,,,,,,,,,332,,,,98,,,,,,,,1.6,120,41,107,,,,,,,,,,,,,,,,,11,3.77,,,,,,,,,,,,,,,,,,,,,0.28,0.073,0.513164,0.702489,18.432,15.484,37.841,,,,,,ALV0911,0.001,ALPHA; EMP; MS; MS-ID; XRF,,,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VEM0033-2-008-008,"CHAUVEL, 2001; DUPRE, 1981; EISSEN, 1982",SPREADING_CENTER,MORB-Pacific,20.87,-109.08,-2585,-2585,BASALT,,,,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,,50.15,1.43,15.27,,10.53,,,,,0.18,8.54,11.95,2.72,0.21,0.21,,,,,,,,,,,,,,,,,,,,,,,,,3.57,148,30.1,100,5.86,,,,,,,,,,,0.043,40.3,4.94,13.1,2,10.5,3.33,1.31,4.49,0.803,5.18,1.13,3.14,0.469,3.03,0.456,2.48,0.401,,,,,,,,0.59,,0.425,0.144,0.513129,0.70264,18.47,15.49,37.88,0.283177,,,,,CYA1978,0.01,ICPMS; MS; XRF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MELPROT-5-042-011,"CHAUVEL, 2001; JUTEAU, 1980; VIDAL, 1981",SPREADING_CENTER,MORB-Pacific,20.90,-109.05,-2645,-2645,BASALT,,,,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,,50.39,1.44,14.61,,11.1,,,,,0.19,8.19,12.17,2.21,0.13,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51314,0.70251,18.415,15.474,37.867,0.283165,,,,,CYA1978,0.01,ICPMS; MS; MS-ID; XRF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NHOCHEP-041-001,"SAUNDERS, 1983; SMITH, 1999",SPREADING_CENTER,MORB-Pacific,22.75,-107.904,-2981,-2981,BASALT,,,,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,,48.98,2.38,14.34,,,13.12,,,,0.17,7.3,11.1,2.34,0.11,0.25,0.13,,,,,,,,,,,,,226,,,86,,78,23,,,,,2,129,46,138,2,,,,,,,,,,,,29,3.8,15,,15.8,,1.94,7.64,1.39,,,,0.9,5.62,0.92,4.28,0.19,,,,,,,,0.68,,0.25,,0.513148,0.70255,18.618,15.567,38.307,,,,,,DSDP065,0.0001,IGN; INAA; MS; MS-ID; XRF,,,86,,,,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MELWEST-10-138-036,"SMITH, 1999",SPREADING_CENTER,MORB-Pacific,22.88,-108.748,-3070,-3070,BASALT,,,,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.71,,,,0.513155,0.70252,18.48,15.513,37.928,,,,,,DSDP065,0.0001,MS; MS-ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TULCUR2-014-001,"SMITH, 1999",OLD_OCEANIC_CRUST,MORB-Pacific,22.96,-108.978,-3022,-3022,BASALT,,,,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.513135,0.70254,18.5,15.509,37.937,,,,,,DSDP064,0.0001,MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DY0105-012-014/4,"SAUNDERS, 1982; SMITH, 1999",OLD_OCEANIC_CRUST,MORB-Pacific,22.96,-108.978,-3022,-3022,BASALT,,,,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,,48.3,1.59,16.4,,,10.61,,,,0.17,7.5,12.31,2.42,0.11,0.1,,,,,,,,,,,34.3,,,278,,43.2,122,,69,21,,,,,1.8,210,31,124,4,,,,,,,,,,,0.03,9,4.88,13.2,,11.4,4.1,1.4,,0.86,,,,0.49,3.37,0.53,2.84,0.25,,,,,,,,5,,0.32,0.18,0.513089,0.70252,18.578,15.525,38.035,,,,,,DSDP064,0.0001,INAA; MS; XRF,,,122,43.2,,,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MELPHNX-2-084-001,"SMITH, 1999",OLD_OCEANIC_CRUST,MORB-Pacific,22.96,-108.978,-3022,-3022,BASALT,,,,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.513151,0.70255,18.606,15.539,38.091,,,,,,DSDP064,0.0001,MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MELPHNX-2-108-001,"SMITH, 1999",OLD_OCEANIC_CRUST,MORB-Pacific,22.96,-108.978,-3022,-3022,BASALT,,,,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.513193,0.70259,18.616,15.55,38.106,,,,,,DSDP064,0.0001,MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUF0125-017-001-003,"HEGNER, 1987",SPREADING_CENTER,MORB-Pacific,40.67,-130.37,-2219,-2219,BASALT,,,,GLASS,IGNEOUS:VOLCANIC:MAFIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,118.3,,,,,,,,,,,,,,,,,,,13.01,4.44,,,,,,,,,,,,,,,,,,,0.466,,0.283,0.113,0.513199,0.702515,18.435,15.458,37.764,,,,,,ALV1458,0.01,MS; MS-ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MELWEST-10-125-001,"ITO, 1987",FRACTURE_ZONE,MORB-Pacific,44.27,-129.75,-3995,-3995,BASALT,,,,GLASS,IGNEOUS:VOLCANIC:MAFIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51325,0.70249,18.47,15.457,37.867,,,,,,OCNGR68,0.01,MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VEM0033-2-008-006,"WHITE, 1987",SPREADING_CENTER,MORB-Pacific,44.27,-129.55,,,BASALT,,,,GLASS,IGNEOUS:VOLCANIC:MAFIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51325,0.70249,18.47,15.457,37.867,,,,,,nr,0.01,MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NHOCHEP-057-001,"WHITE, 1987",SPREADING_CENTER,MORB-Pacific,44.66,-130.33,,,BASALT,,,,GLASS,IGNEOUS:VOLCANIC:MAFIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.513069,0.70258,18.751,15.563,38.568,,,,,,nr,0.01,MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MELPROT-5-020-A,"WHITE, 1987",SPREADING_CENTER,MORB-Pacific,44.66,-130.22,-2743,-2743,BASALT,,,,GLASS,IGNEOUS:VOLCANIC:MAFIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.513145,0.70256,18.448,15.466,37.786,,,,,,nr,0.01,MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOA8801-022-013,"HOFMANN, 1986; JOCHUM, 1983; WHITE, 1987",SPREADING_CENTER,MORB-Pacific,44.66,-130.22,-2743,-2743,BASALT,,,,GLASS,IGNEOUS:VOLCANIC:MAFIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.61,,,,,,,,,,,,,,14.4,,,,,,,,,,,,,,,,,,,,,,0.495,,0.316,0.116,0.513165,0.70252,18.471,15.5,37.903,,,,,,nr,0.01,MS; SS-ID; SSMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1460,,,,,,,,,,,
MELWEST-10-113-007,"HEGNER, 1987",SPREADING_CENTER,MORB-Pacific,44.67,-130.36,-2208,-2208,BASALT,,,,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.528,,0.455,0.181,0.51315,0.70258,18.46,15.445,37.695,,,,,,LEE81WF-11,0.0001,MS; MS-ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUF0125-014-001-004,"COHEN, 1980",SPREADING_CENTER,MORB-Pacific,44.67,-130.5,,,BASALT,,,,GLASS,IGNEOUS:VOLCANIC:MAFIC,,51.54,1.88,13.47,,,,,11.63,,0.1,6.73,11,2.67,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,1.79,114,,,,,,,,,,,,,,,,,,,14.6,4.86,,,,,,,,,,,,,,,,,,,0.502,,,0.137,0.51313,0.70253,18.43,15.44,37.64,,,,,,nr,0.01,EMP; MS; MS-ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUF0034-007,"HEGNER, 1987",SPREADING_CENTER,MORB-Pacific,44.67,-130.37,-2222,-2222,BASALT,,,,GLASS,IGNEOUS:VOLCANIC:MAFIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.44,113.5,,,,,,,,,,,,,,,,,,,12.38,4.23,,,,,,,,,,,,,,,,,,,0.463,,0.251,0.11,0.513142,0.702451,18.44,15.466,37.787,,,,,,ALV1459,0.01,MS; MS-ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MELPROT-5-025-211,"GALE, 2013; HEGNER, 1987; MELSON, 2003",SPREADING_CENTER,MORB-Pacific,44.67,-130.37,-2222,-2222,BASALT,,,,GLASS,IGNEOUS:VOLCANIC:MAFIC,,50.46,1.92,13.86,,,,,12.27,,,6.86,11.17,2.6,0.15,0.2,,,,,,,,,0.78,,44.9,,374,84,,44.6,45,64.5,94.7,19.06,,,,,1.43,115,44.391,121.459,4.877,,,,,,,,,,,0.01443,16.27,4.848,13.978,2.337,12.698,4.397,1.498,5.7009,1.066,7.064,1.567,4.53409,,4.4,0.651,3.249,0.328,,,,,,,,0.474,,0.258,0.113,0.513143,0.702498,18.44,15.462,37.777,,,,,,ALV1461,0.01,EMP; ICPMS; MS,,,45,44.6,64.5,,94.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MELWEST-10-116-015,"HEGNER, 1987",SPREADING_CENTER,MORB-Pacific,44.67,-130.37,-2222,-2222,BASALT,,,,GLASS,IGNEOUS:VOLCANIC:MAFIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.44,113.3,,,,,,,,,,,,,,,,,,,12.28,4.19,,,,,,,,,,,,,,,,,,,0.45,,0.263,0.111,0.51314,0.702496,18.461,15.471,37.824,,,,,,ALV1461,0.01,MS; MS-ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MELPROT-5-017-022,"ITO, 1987; KURZ, 1982",SPREADING_CENTER,MORB-Pacific,44.67,-130.33,-2212,-2212,BASALT,,,,GLASS,IGNEOUS:VOLCANIC:MAFIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.513145,0.70256,18.448,15.466,37.786,,1.15e-05,,8.21,,OCNGR68,0.01,CALC; MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOA8801-023-001,"ITO, 1987",SPREADING_CENTER,MORB-Pacific,44.67,-130.33,-2212,-2212,BASALT,,,,GLASS,IGNEOUS:VOLCANIC:MAFIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.513165,0.70249,18.471,15.5,37.903,,,,,,OCNGR68,0.01,MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VEM0033-1-003-004,"COTTRELL, 2011; ITO, 1987; KURZ, 1982; MELSON, 2003",SPREADING_CENTER,MORB-Pacific,44.67,-130.33,-2212,-2212,BASALT,,,,GLASS,IGNEOUS:VOLCANIC:MAFIC,,50.59,1.94,13.9,,,,,12.26,,,6.85,11.36,2.5,0.14,0.22,,0.02,,,,,,,,,41,,340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.513176,0.70256,18.486,15.485,37.852,,1.08e-05,,7.71,,OCNGR68,0.01,CALC; EMP; FTIR; ICPMS; MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NHOCHEP-059-004,"ITO, 1987",SPREADING_CENTER,MORB-Pacific,44.67,-130.33,-2212,-2212,BASALT,,,,GLASS,IGNEOUS:VOLCANIC:MAFIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.513069,0.70258,18.751,15.563,38.568,,,,,,OCNGR68,0.01,MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MELWEST-10-079-017,"GALE, 2013; HEGNER, 1987; MELSON, 2003",SPREADING_CENTER,MORB-Pacific,44.68,-130.365,-2236,-2236,BASALT,,,,GLASS,IGNEOUS:VOLCANIC:MAFIC,,50.7,1.93,13.81,,,,,12.17,,,6.71,11.24,2.69,0.15,0.18,,,,,,,,,0.76,,47.4,,390,88,,45.8,46,65.9,99.4,19,,,,,1.47,129.5,44.498,124.605,4.894,,,,,,,,,,,0.01466,16.506,4.874,13.874,2.342,12.727,4.273,1.483,5.65068,1.063,6.996,1.538,4.51548,,4.293,0.637,3.22,0.334,,,,,,,,0.87,,0.284,0.111,0.513155,0.702479,18.444,15.471,37.811,,,,,,ALV1457,0.001,EMP; ICPMS; MS,,,46,45.8,65.9,,99.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MELWEST-10-096-001,"HEGNER, 1987",SPREADING_CENTER,MORB-Pacific,44.68,-130.35,-2225,-2225,BASALT,,,,GLASS,IGNEOUS:VOLCANIC:MAFIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.47,115.7,,,,,,,,,,,,,,,,,,,12.61,4.33,,,,,,,,,,,,,,,,,,,0.46,,0.263,0.109,0.513148,0.702524,18.452,15.477,37.82,,,,,,ALV1455,0.01,MS; MS-ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
