Unique_ID﻿,SampleID,Location,Reference(s),Plume,Geochemical affinity1,Lat,Lon,Age,Age_rounded,SiO2,Al2O3,FeOT,MnO,MgO,CaO,Na2O,K2O,TiO2,P2O5,SO3,L.O.I,SUM(volatile free),Unnamed: 21,Li,Sc,V,Cr,Co,Ni,Cu,Zn,Ga,Rb,Sr,Y,Zr,Nb,Mo,Sn,Sb,Cs,Ba,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,W,Tl,Pb,Th,U,Unnamed: 62,143Nd/144Nd,2s_Nd,87Sr/86Sr,2s_Sr,206Pb/204Pb,2s_206Pb,207Pb/204Pb,2s_207Pb,208Pb/204Pb,2s_208Pb,176Hf/177Hf,2s_Hf,206Pb/204Pb_i,207Pb/204Pb_i,208Pb/204Pb_i,87Sr/86Sr_i,143Nd/144Nd_i,176Hf/177Hf_i,143Nd,Delta_DM
34,MSM82-58-DR-4,WRGR,Hoyer et al. (2022) andHomrighausen et al. (2023),Tristan,alkaline,-30.12,-36.35277778,50,50,47.93,11.54,10.5,0.2221,9.14,6.905,2.123,4.794,3.307,0.905,,2.01,97.3661,,43.65,18.91,248,614.6,79.33,431,106.3,132.3,,70.05,1133,23.89,445.5,47.11,2.091,3.054,0.9995,0.1856,1438,72.06,143.3,17.18,67.19,10.95,2.98,7.758,0.9847,5.138,0.9054,2.273,0.2911,1.768,0.2421,11.27,2.975,0.6599,0.9337,15.47,5.484,1.243,,0.512198407,4.82E-06,0.706853825,0.0000056,17.6629405,0.000602848,15.47273866,0.00072355,38.08931122,0.002374836,0.282427402,3.19E-06,17.62388913,15.47090265,38.03268021,0.706726785,0.512166325,0.282427387,0.512166325,-17.05649479
35,DSDPLeg72516F128-1-23-24,DSDP SITE 516,Hoyer et al. (2022) andHomrighausen et al. (2023),Tristan,tholeiitic,-30.28,-35.285,87,90,49.27,13.6,12.47,0.1815,5.317,10.11,2.728,0.3495,2.162,0.3218,,3.28,96.5098,,5.354,41.73,412,42.84,42.66,48.73,243.1,119.6,,9.111,266.9,34.29,164.7,10.96,0.7682,1.427,0.0383,0.238,144.7,15.31,36.75,4.941,22.59,5.972,2.009,6.726,1.073,6.807,1.364,3.829,0.5376,3.479,0.4912,4.331,0.6602,0.1366,0.1318,2.668,1.464,0.3604,,0.512564806,5.46E-06,0.704997725,0.0000056,17.62810552,0.000674776,15.46509574,0.00068245,38.12384401,0.002164124,0.28284482,2.99E-06,17.52017797,15.45995284,37.97998253,0.704882686,0.512479448,0.282844666,0.512479448,-9.821846367
36,DSDPLeg72516F128-1-58-59,DSDP SITE 516,Hoyer et al. (2022) andHomrighausen et al. (2023),Tristan,tholeiitic,-30.28,-35.285,87,90,48.71,13.45,12.77,0.1704,5.346,9.815,2.92,0.3203,2.106,0.308,,3.87,95.9157,,6.172,40.84,397.1,37.32,49.68,49.91,240.1,113.5,,7.787,268.5,34.2,168.8,11.12,0.7388,1.454,0.03556,0.2409,160,15.24,37.26,5.029,22.95,6.061,2.026,6.726,1.074,6.808,1.357,3.798,0.5304,3.421,0.4811,4.301,0.6504,0.1407,0.1167,2.219,1.482,0.3634,,0.51255618,5.53E-06,0.704959725,0.0000052,17.62889184,0.000935615,15.46583933,0.001151269,38.13159067,0.003753033,0.282844885,2.89E-06,17.49802884,15.45960351,37.95647053,0.70486199,0.512470909,0.282844736,0.512470909,-9.988305005
37,DSDPLeg72516F128-1-124-125,DSDP SITE 516,Hoyer et al. (2022) andHomrighausen et al. (2023),Tristan,tholeiitic,-30.28,-35.285,87,90,48.37,13.53,12.8,0.1757,5.288,10.01,2.696,0.3146,2.107,0.4871,,4,95.7784,,5.302,41.55,409,38.27,50.28,49.99,236.2,108.7,,7.509,271.1,33.37,166.1,10.81,0.7348,1.411,0.0274,0.2001,176.7,15.22,36.76,4.903,22.44,5.908,1.98,6.683,1.056,6.713,1.337,3.762,0.5203,3.392,0.4716,4.349,0.6464,0.1389,0.1071,2.328,1.447,0.3428,,0.512562637,5.62E-06,0.704986125,0.0000046,17.62855244,0.001144418,15.46568582,0.00129514,38.12062654,0.003973746,0.282851188,3.22E-06,17.51090622,15.46007981,37.95767382,0.704892783,0.51247763,0.282851047,0.51247763,-9.857294159
38,DSDPLeg72516F128-2-26-27,DSDP SITE 516,Hoyer et al. (2022) andHomrighausen et al. (2023),Tristan,tholeiitic,-30.28,-35.285,87,90,48.02,13.4,13.29,0.2041,5.416,9.866,2.79,0.3337,2.107,0.3142,,4.04,95.741,,5.938,41.86,410.9,40.97,51.71,52.23,245.1,104.7,,8.809,269.6,34.86,164.9,11.15,0.7935,1.438,0.0277,0.2278,157.1,15.55,37.26,5.008,22.92,6.019,2.009,6.724,1.069,6.817,1.365,3.853,0.5381,3.488,0.4924,4.345,0.6557,0.1684,0.1212,2.161,1.479,0.3556,,0.512559106,5.37E-06,0.705028025,0.0000048,17.62878714,0.000883905,15.46615491,0.000972947,38.12714515,0.002923864,0.282849587,3.33E-06,17.49730381,15.45988953,37.94769947,0.704917913,0.512474315,0.282849433,0.512474315,-9.921909627
39,DSDPLeg72516F128-2-37-38,DSDP SITE 516,Hoyer et al. (2022) andHomrighausen et al. (2023),Tristan,tholeiitic,-30.28,-35.285,87,90,48.36,13.67,12.96,0.1758,5.31,9.89,2.789,0.3383,2.064,0.3124,,3.91,95.8695,,5.744,40.8,396.9,41.8,49.17,51,243,105.3,,8.899,266.5,34.78,167.5,11.08,0.7444,1.457,0.02603,0.2188,138.6,15.71,37.4,5.009,22.87,6.021,1.996,6.742,1.066,6.81,1.358,3.831,0.5296,3.451,0.483,4.369,0.6565,0.1495,0.1185,2.412,1.476,0.3511,,0.51256606,5.33E-06,0.705002525,0.0000046,17.63421955,0.001111998,15.46893259,0.001159247,38.13291577,0.003253485,0.282847181,2.53E-06,17.51788701,15.46338918,37.97243883,0.704889994,0.512481055,0.282847033,0.512481055,-9.790510734
40,DSDPLeg72516F1282W63-84(80060981),DSDP SITE 516,Hoernle et al. (2015),Tristan,tholeiitic,-30.28,-35.285057,87,90,50.78149586,13.8885975,12.00614287,0.178327914,5.800902129,10.33252911,2.769327599,0.335676073,2.307772999,0.262246932,,,98.66301899,,6.48675505,38.34243607,350.0000751,35.51602186,43.84342578,41.06762448,198.3393071,120.4498084,20.44089011,7.113485118,247.331014,35.66627891,179.7944237,10.51799356,0.625800846,1.524911359,0.056109146,0.240608988,131.8456194,14.69612811,34.56544831,4.810874896,22.514042,5.955952247,1.996545521,6.723725235,1.096639223,6.833651131,1.361692661,3.642644119,0.51886923,3.36548115,0.494456413,4.438870071,0.615939239,0.140134471,0.087979457,1.98648718,1.422697024,0.313167327,,0.512542968,0.00000229,0.704987667,0.000006,17.63962773,0.000451,15.46814546,0.000451,38.14247635,0.001246,0.28284265,,17.51361233,15.46214064,37.95462448,0.704890743,0.512457552,0.282842498,0.512457552,-10.24867498
41,RC16-11RD1,WRGR,Hoernle et al. (2015),Tristan,alkaline,-30.43,-36.0166,50,50,47.03337454,14.66831479,9.935986815,0.154511743,8.693860733,10.82612279,2.379480841,1.998351875,2.575195715,0.628347754,,,98.89354759,,15.93005357,28.09587184,271.7631322,242.3359946,42.53328672,91.70640109,46.85395521,85.8688273,19.7627207,35.06038662,902.7175957,24.47529481,244.048246,38.0985652,1.48171872,1.779712593,0.076148597,0.777016597,944.9414833,48.63027048,97.11494135,11.81783519,46.53363606,8.401097625,2.548339896,7.211050438,0.966781425,5.110546389,0.916306893,2.271208351,0.304448789,1.871925681,0.263923564,5.470371564,2.056351857,0.464996628,0.061103304,5.416305574,4.294217896,0.895922947,,0.51235308,0.00000133,0.705578333,0.000006,17.78066385,0.000708,15.47870704,0.000726,38.17341657,0.002009,0.28264645,,17.70003913,15.47491645,38.04639621,0.705498539,0.51231754,0.282646415,0.51231754,-14.10908106
42,RC16-11RD2,WRGR,Hoernle et al. (2015),Tristan,alkaline,-30.43,-36.0166,50,50,47.13697219,14.59320288,9.998807415,0.154479918,8.619979403,10.86508754,2.399588054,1.915550978,2.574665294,0.628218332,,,98.88655201,,16.296963,27.12496346,269.9543988,237.5522018,40.7040617,85.87540855,46.08205949,89.24983854,19.95438495,32.99868717,852.8104873,23.83830274,246.9043152,37.08890533,1.2512233,1.765397809,0.063036227,0.821026084,926.5792761,46.34728457,96.26456269,11.48243537,45.92974147,8.325809499,2.548369818,7.0387609,0.938636898,4.987552381,0.89980539,2.231245963,0.299795949,1.822993193,0.26096444,5.492779537,2.005250758,0.466753542,0.058732976,5.470219427,4.196734262,0.869384392,,0.512343695,0.000002411,0.705557333,0.000005,17.78659704,0.000932,15.48133685,0.001066,38.18607394,0.003065,0.28264705,,17.70910893,15.47769373,38.06312454,0.705477836,0.51230801,0.282647016,0.51230801,-14.2948283
43,RC16-11RD3,WRGR,Hoernle et al. (2015),Tristan,alkaline,-30.43,-36.0166,50,50,46.98658411,14.74716202,9.991587203,0.154798762,8.348813209,11.03199174,2.321981424,2.115583075,2.569659443,0.619195046,,,98.88735604,,,28,270,268.128,41.7,68.1,45,66,20.4,36.2,904,24.1,461.5,36,1.1,2,BDL,0.5,913,44.5,97.2,11.04,44.4,7.74,2.4,6.81,0.96,4.82,0.81,2.25,0.32,1.95,0.28,12,2,BDL,BDL,2.7,4.9,1,,,,,,,,,,,,,,,,,,,,,
44,RC16-12RD1,WRGR,Hoernle et al. (2015),Tristan,alkaline,-30.43,-36.0166,50,50,48.94964636,15.97170907,8.567714557,0.147788451,8.920088673,8.455610683,2.776311623,2.385727858,2.195714135,0.675604349,,,99.04591576,,61.31578361,21.35323624,210.6427904,285.9975324,33.6117198,119.0079193,39.64107274,94.11748861,19.92169086,32.94579418,631.2273969,22.56747958,314.8543096,47.29629672,0.792451496,1.897693322,0.277371654,0.429736216,906.9712324,56.00590295,112.3934475,12.77736035,48.48756368,8.081260613,2.34167981,6.601767966,0.879493038,4.631220663,0.841710521,2.142726692,0.29100171,1.822529401,0.264286799,6.589042006,2.568447883,0.162548162,0.179410489,6.596304879,5.637002018,0.785091265,,0.512342138,0.00000297,0.705687333,0.000005,17.78219074,0.000723,15.48391228,0.000857,38.19129462,0.002705,0.28261635,,17.72415868,15.48118389,38.05433652,0.7055801,0.512309329,0.282616321,0.512309329,-14.26913252
45,RC16-12RD3,WRGR,Hoernle et al. (2015),Tristan,alkaline,-30.43,-36.0166,50,50,53.7690001,19.21207734,5.331252197,0.082721539,1.943956158,4.766828663,3.59838693,6.13173405,3.226140006,1.344225003,,,99.40632199,,28.72647521,14.81408501,209.243412,62.25214286,18.88143506,40.52540897,11.00840614,114.9477485,25.55663518,83.10460449,1114.625738,34.07879575,484.2418654,67.005549,1.723632822,2.93918536,0.503649351,0.502664699,1458.269185,94.6742621,186.8868949,22.23343566,83.59693034,13.87374262,3.865477513,11.00854297,1.435622196,7.384887839,1.300232586,3.249646045,0.433394451,2.689576151,0.374709209,10.2340268,3.560992916,1.05763902,0.236464109,9.984368359,8.492621015,2.066291617,,0.512273478,0.00000288,0.705952333,0.000005,17.71267917,0.000608,15.47359183,0.00072,38.14365576,0.002343,0.28258785,,17.61194974,15.46885601,38.00757453,0.705799147,0.512240808,0.282587812,0.512240808,-15.6047144
46,RC11-2RD1,WRGR,Homrighausen et al. (2018;EPSL),Tristan,alkaline,-30.42,-35.9666,46,50,43.2,17.45,11.670406,0.2,4.02,9.62,3.01,0.87,3.46,1.1,,3.7,94.600406,,29.19293224,24.97838193,303.3931934,125.0292074,33.25106119,46.7029545,41.91994251,145.3075934,22.72767967,9.012616016,802.7014374,32.88771253,316.8228739,47.72077207,,,,0.154852238,301.3685421,36.96251335,77.03383984,9.669683778,40.30669405,8.595819302,2.788808689,8.131523138,1.165069405,6.546160164,1.20478768,3.07542037,0.427829569,2.694468172,0.389925585,6.67320961,2.730754004,,,2.256096099,3.193643532,1.437703491,,0.513026118,,0.702747333,,19.18721806,,15.52196421,,38.54901042,,,,18.89437629,15.50821923,38.33514835,0.702726117,0.512987495,,0.512987495,-1.050574002
47,RC11-2RDP5,WRGR,Homrighausen et al. (2018;EPSL),Tristan,alkaline,-30.42,-35.9666,46,50,43.77,14.97,5.434792,0.2,5.23,7.62,3.5,5.28,0.79,0.33,,11.9,87.124792,,20.6281278,2.017900907,63.03746964,0.538441136,10.40409654,25.1172262,6.667846476,66.30141392,18.23188092,133.315151,596.1581158,19.71735679,444.9408833,71.31587678,,,,0.785644442,1092.354935,75.35543866,135.0297401,13.10378057,42.78534822,6.03498596,1.692871733,4.770380603,0.643827369,3.521090858,0.667164832,1.832768735,0.266743104,1.767096296,0.269199679,8.55911679,4.174130384,,,10.64392594,13.5633857,2.247682584,,,,,,,,,,,,,,,,,,,,,
48,RC11-2RDP9,WRGR,Homrighausen et al. (2018;EPSL),Tristan,alkaline,-30.42,-35.9666,46,50,43.08,16.65,7.612308,0.08,4.54,5.06,2.99,5.87,3.01,0.93,,8.9,89.822308,,BDL,9,248,BDL,30.4,53.1,5.5,71,23.3,142.7,745.9,28.3,376.4,69.3,,,,1.3,1289,78,166.9,17.67,67.3,10.72,2.99,9.22,1.19,5.99,1.07,2.82,0.39,2.36,0.33,8.8,3.8,,,4.1,10.1,2.1,,,,,,,,,,,,,,,,,,,,,
49,MSM82-60-DR-1,CJCSC,Hoyer et al. (2022) andHomrighausen et al. (2023),Tristan,alkaline,-29.67,-37.00611111,90,90,46.51,13.16,11.54,0.1673,8.73,10.32,2.628,2.162,2.627,0.6835,,1.02,98.5278,,19.25,24.17,284,436.3,46.5,140.9,57.94,84.11,,31.83,1034,21.59,274.6,45.86,1.947,1.921,0.06012,0.4546,981.1,56.05,125.9,14.35,55.59,9.658,2.884,7.143,0.9471,5.104,0.8868,2.276,0.2965,1.851,0.2473,6.43,2.449,0.758,0.0773,6.826,5.754,1.474,,0.512302047,4.32E-06,0.705538825,0.000005,17.65584728,0.00173681,15.4536764,0.001829251,37.92121883,0.005406319,0.282591351,3.01E-06,17.46685849,15.44464038,37.67923838,0.705424952,0.512240476,0.282591325,0.512240476,-14.48031354
50,MSM82-60-DR-2,CJCSC,Hoyer et al. (2022) andHomrighausen et al. (2023),Tristan,alkaline,-29.67,-37.00611111,90,90,44.5,13.2,11.84,0.1814,9.367,10.1,2.761,1.411,2.587,0.7177,,2.89,96.6651,,96.67,27,309.6,478.3,54.44,259.5,56.38,179.7,,15.75,951.6,27.2,132.4,42.16,0.7291,1.787,0.5877,0.7486,782.4,54.21,112.2,13.46,52.19,9.61,2.826,7.429,0.9806,5.389,0.9575,2.453,0.3146,1.949,0.258,5.834,2.139,0.2166,0.09732,6.142,4.56,0.6967,,0.512319223,5.49E-06,0.705535125,0.0000048,17.64831176,0.001158041,15.45581025,0.001170682,37.92730096,0.003373126,0.282602076,2.98E-06,17.54903551,15.4510636,37.71417506,0.7054739,0.512253968,0.282602045,0.512253968,-14.21730708
51,MSM82-60-DR-3,CJCSC,Hoyer et al. (2022) ,Tristan,alkaline,-29.67,-37.00611111,90,90,46.07,13.54,11.07,0.1798,8.005,10.61,2.446,1.822,2.649,0.7804,,2.36,97.1722,,58.99,27.83,315.4,530.2,55.94,179.1,62.47,126.3,,28.57,1088,25.19,150.7,48.93,1.831,1.946,0.3206,1.015,1033,60.66,130.6,15.33,58.58,10.21,2.947,7.551,0.9871,5.41,0.9503,2.443,0.3164,1.973,0.262,6.66,2.475,0.59,0.08536,7.664,5.866,1.197,,,,,,,,,,,,,,,,,,,,,
52,MSM82-60-DR-6,CJCSC,Hoyer et al. (2022) ,Tristan,alkaline,-29.67,-37.00611111,90,90,44.47,14.04,12.43,0.1886,7.21,10.13,2.17,2.077,2.778,1.111,,2.89,96.6046,,68.42,28.04,334.7,597.2,63.12,207.6,67.79,160.2,,30.31,1197,30.67,153.9,51.78,2.48,2.087,1.679,0.9481,1069,66.04,136.4,16.48,63.41,11.1,3.19,8.332,1.106,6.09,1.101,2.853,0.3748,2.325,0.3171,7.086,2.646,0.7456,0.1309,10.46,6.285,1.794,,,,,,,,,,,,,,,,,,,,,
53,MSM82-65-DR-1,CJCSC,Hoyer et al. (2022) andHomrighausen et al. (2023),Tristan,alkaline,-28.62,-37.43388889,90,90,43.27,11.21,8.254,0.1894,5.849,13.72,2.014,4.605,2.688,0.8461,,6.82,92.6455,,22.87,25.03,233.7,505.5,40.88,107.2,81.31,80.63,,93.38,1061,19.65,209.8,62.68,1.041,2.32,1.064,0.6414,1718,88.96,186,20.16,73.22,10.62,2.823,7.012,0.8727,4.585,0.7872,1.975,0.2523,1.572,0.2066,10.39,3.273,0.7573,0.7391,12.37,7.502,2.423,,0.512207211,4.50E-06,0.705932225,0.0000044,17.43818575,0.000614102,15.43879784,0.000739084,37.74559782,0.002452283,0.282451101,2.99E-06,17.26772486,15.43064769,37.57248858,0.705606644,0.512155809,0.28245109,0.512155809,-16.13079584
54,MSM82-65-DR-2,CJCSC,Hoyer et al. (2022) andHomrighausen et al. (2023),Tristan,alkaline,-28.62,-37.43388889,90,90,41.57,10.89,12.55,0.1411,12.57,10.7,1.172,1.284,2.568,0.809,,5.26,94.2541,,112.4,29.36,283.1,978.2,76.06,444.4,82.24,110.9,,24.82,392.6,19.7,139.8,43.79,2.028,2.015,0.7472,0.8625,860.7,53.19,113,13.03,50.63,8.945,2.557,6.707,0.8688,4.653,0.8004,1.991,0.2496,1.515,0.1992,7.011,2.47,0.6985,0.04186,8.199,4.858,1.17,,0.512347397,4.96E-06,0.705560325,0.0000046,17.64520473,0.001284297,15.45791787,0.001362153,38.0047095,0.004169187,0.282610605,2.66E-06,17.52017981,15.45194012,37.83443874,0.705326465,0.512284786,0.282610589,0.512284786,-13.61654907
55,MSM82-72-DR-3,NJCSC,Hoyer et al. (2022) andHomrighausen et al. (2023),Tristan,alkaline,-27.35,-39.07694444,90,90,41.88,12.12,11.5,0.2273,10.73,11.76,1.656,3.258,2.557,0.858,,2.93,96.5463,,12.6,34.91,415.3,786.3,59.4,209,48.78,129.5,,156.9,1018,33.44,217,109.1,0.4263,2.239,0.241,1.276,2411,119.7,236.6,25.94,92.99,14.18,4.041,10.13,1.311,7.234,1.292,3.352,0.4395,2.845,0.3936,9.836,4.654,1.06,0.2491,4.146,8.578,2.324,,0.512485967,3.93E-06,0.704402025,0.0000048,18.25920405,0.001079557,15.50144586,0.001216115,38.54746231,0.003868556,0.282731929,2.93E-06,17.75993147,15.4775744,37.94301356,0.703831953,0.512431927,0.282731885,0.512431927,-10.74821653
56,MSM82-72-DR-4,NJCSC,Hoyer et al. (2022) andHomrighausen et al. (2023),Tristan,alkaline,-27.35,-39.07694444,90,90,45.7,18.53,9.025,0.1634,5.097,7.924,2.577,2.715,2.192,0.7672,,4.83,94.6906,,27.48,14.23,240.1,49.02,21.32,46.62,51.32,120.5,,53.2,1341,26.85,264.1,127.4,0.8281,1.799,0.5426,1.349,1223,110.9,210.9,21.34,72.8,10.83,3.087,7.666,1.018,5.665,1.031,2.764,0.3757,2.448,0.3371,10.14,5.941,1.003,0.1694,12.93,16.2,2.188,,0.512483847,4.55E-06,0.704417825,0.0000054,18.21952256,0.001367022,15.49210187,0.00125871,38.57477107,0.00363499,0.282721226,2.68E-06,18.06884344,15.48489753,38.20884562,0.704271088,0.512431127,0.282721195,0.512431127,-10.76380133
57,MSM82-76-DR-1,NJCSC,Hoyer et al. (2022) andHomrighausen et al. (2023),Tristan,alkaline,-26.24,-39.49888889,90,90,43.1,9.909,14.61,0.1864,13.02,10.35,1.746,0.9826,2.69,0.6177,,2.29,97.2117,,32.38,32.27,300.9,1123,79.74,432.6,74.14,121.8,,15.11,722.7,21.61,107.3,47.88,2.882,1.668,0.9385,0.4168,398.7,39.94,90.44,10.88,43.19,8.238,2.512,6.56,0.8884,4.926,0.8687,2.208,0.2822,1.744,0.229,5.085,2.688,0.532,0.07648,2.834,4.04,1.6,,0.512579819,5.80E-06,0.704035825,0.0000052,18.65002173,0.000829858,15.51579663,0.000763737,38.89697197,0.002250082,0.282775791,2.61E-06,18.14198765,15.49150627,38.47622008,0.703958495,0.512512223,0.282775763,0.512512223,-9.182934945
58,MSM82-76-DR-2,NJCSC,Hoyer et al. (2022) andHomrighausen et al. (2023),Tristan,alkaline,-26.24,-39.49888889,90,90,43.28,12.03,12.99,0.157,7.98,10.35,3.219,1.308,3.571,0.939,,3.74,95.824,,74.66,22.62,296.7,445,67.41,319.5,58.89,184.2,,16.07,875.3,28.84,159.4,69.09,1.933,2.34,0.5454,2.929,625.8,62.65,134.9,16.36,64.88,12.01,3.57,9.597,1.248,6.609,1.105,2.626,0.3122,1.81,0.2263,7.589,3.922,0.5596,0.1541,4.813,5.847,1.31,,0.512535208,5.66E-06,0.704290425,0.0000054,18.31107633,0.000569117,15.49543894,0.000593911,38.57467974,0.001772123,0.282745953,2.86E-06,18.06840533,15.48383624,38.21941548,0.704222519,0.512469606,0.282745934,0.512469606,-10.01369821
59,MSM82-76-DR-3,NJCSC,Hoyer et al. (2022) ,Tristan,alkaline,-26.24,-39.49888889,90,90,43.26,12.06,13.18,0.1552,8.105,10.34,3.132,1.134,3.565,0.9409,,3.7,95.8721,,60.48,22.63,297.7,444.2,64.55,319.7,59.53,195.4,,14.07,857.1,28.96,160.5,69.23,1.818,2.356,0.5513,3.15,617.4,63.05,134.7,16.4,65.21,12.11,3.601,9.642,1.257,6.663,1.112,2.635,0.3124,1.803,0.2263,7.729,3.967,0.6192,0.1341,4.689,5.893,1.183,,,,,,,,,,,,,,,,,,,,,
60,MSM82-76-DR-4,NJCSC,Hoyer et al. (2022) ,Tristan,alkaline,-26.24,-39.49888889,90,90,43.7,12.16,13.42,0.1555,7.892,10.1,3.121,1.195,3.627,0.9634,,3.23,96.3339,,64.71,23.55,305.1,468.5,68.29,326.3,58.95,183,,16.12,868,29.24,161.6,71.51,1.931,2.451,0.5737,3.17,630,63.46,138.5,16.81,66.93,12.48,3.697,9.88,1.292,6.847,1.144,2.717,0.3218,1.866,0.2342,7.828,4.077,0.6113,0.1454,5.038,6.069,1.252,,,,,,,,,,,,,,,,,,,,,
61,MSM82-76-DR-5,NJCSC,Hoyer et al. (2022) ,Tristan,alkaline,-26.24,-39.49888889,90,90,43.46,11.97,13.45,0.1464,8.169,9.957,3.139,1.159,3.609,0.8874,,3.63,95.9468,,61.21,22.72,300.2,463.2,61.76,311.7,52.87,214.7,,13.91,791.1,28.58,162.2,68.86,1.721,2.383,0.5109,3.291,594.6,63.21,133.3,16.25,65.42,12.22,3.58,9.824,1.278,6.756,1.126,2.665,0.315,1.831,0.2285,8.099,4.027,0.3551,0.1634,4.555,5.822,1.049,,,,,,,,,,,,,,,,,,,,,
62,MSM82-76-DR-6,NJCSC,Hoyer et al. (2022) ,Tristan,alkaline,-26.24,-39.49888889,90,90,43.57,11.88,13.32,0.1616,8.322,9.944,3.032,1.245,3.591,0.9319,,3.6,95.9975,,65.96,22.77,301.3,449.2,68.85,327.7,67.86,188.9,,15.46,796,29.95,165,70.09,2.054,2.417,0.5845,2.847,598,64.64,135.6,16.58,66.77,12.42,3.633,10.03,1.298,6.875,1.151,2.728,0.3252,1.88,0.2367,8.208,4.075,0.4961,0.1362,5.079,5.925,1.269,,,,,,,,,,,,,,,,,,,,,
63,MSM82-76-DR-7,NJCSC,Hoyer et al. (2022) ,Tristan,alkaline,-26.24,-39.49888889,90,90,43.4,11.83,13.64,0.1506,8.118,9.813,2.94,1.415,3.687,0.9903,,3.58,95.9839,,84.34,23.8,315,458.4,76.53,329.4,66.39,209.8,,17.73,785.1,30.56,162.4,73.32,2.094,2.535,0.7064,2.624,601.8,65.57,140.9,17.36,69.72,12.98,3.754,10.35,1.347,7.14,1.193,2.839,0.3386,1.957,0.2461,7.966,4.162,0.5378,0.1387,5.891,6.157,1.382,,,,,,,,,,,,,,,,,,,,,
64,MSM82-76-DR-8,NJCSC,Hoyer et al. (2022) ,Tristan,alkaline,-26.24,-39.49888889,90,90,43.44,11.83,13.51,0.1662,8.443,9.753,3.023,1.258,3.72,0.9381,,3.49,96.0813,,63.38,23.88,307.2,464.8,73.39,360.1,62.74,202.1,,14.73,734.8,29.43,164.2,72.05,2.265,2.503,0.7674,2.872,597.9,66.08,139.9,17.07,68.41,12.81,3.685,10.28,1.338,7.097,1.177,2.792,0.3328,1.909,0.2391,8.112,4.165,0.4718,0.2198,5.876,6.129,1.355,,,,,,,,,,,,,,,,,,,,,
65,MSM82-80-DR-1,NJCSC,Hoyer et al. (2022) andHomrighausen et al. (2023),Tristan,alkaline,-26.35,-40.01888889,90,90,43.35,14.42,9.679,0.232,4.333,12.17,2.294,2.168,4.147,0.9213,,5.8,93.7143,,7.024,17.97,294.3,83.93,44.07,58.89,109.5,104.8,,32.09,1297,26.87,297,89.86,5.103,2.711,0.1416,0.843,888.1,79.66,141.7,19.56,75.66,13.02,4.018,9.891,1.285,6.793,1.146,2.857,0.363,2.207,0.2849,8.639,5.08,1.469,0.3851,7.301,8.872,2.619,,0.51248059,5.52E-06,0.704492825,0.0000058,18.36015064,0.001378079,15.50533235,0.001507275,38.68778355,0.004739958,0.282715252,2.59E-06,18.03957284,15.49000474,38.33158567,0.704401311,0.512419605,0.282715226,0.512419605,-10.98842157
66,TR230,Tristan Track,Sun (1980),Tristan,no Nb and/or Y conc. ,-37.2,-12.2,0,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.547,,15.529,,39.035,,,,18.547,15.529,39.035,,,,,
67,TR3,Tristan Track,Sun (1980),Tristan,no Nb and/or Y conc. ,-37.2,-12.2,0,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.567,,15.53,,39.044,,,,18.567,15.53,39.044,,,,,
68,"TR2,2",Tristan Track,Sun (1980),Tristan,no Nb and/or Y conc. ,-37.2,-12.2,0,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.587,,15.546,,39.065,,,,18.587,15.546,39.065,,,,,
69,27861,Tristan Track,Cliff et al. (1991),Tristan,alkaline,-37.32,-12.73,0,0,48.79,16.01,8.8,0.14,5.29,9.79,3.68,2.06,2.82,0.61,,0.87,97.99,,,,241,125,53,78,56,86,,48,909,23,230,53,,,,,511,48,95.9,11.4,43.9,8.3,2.8,6.7,,5.1,0.9,2.5,,1.8,0.2,,,,,3.4,6,1.38,,0.51254,,0.70492,,18.603,,15.545,,39,,,,18.603,15.545,39,0.70492,0.51254,,0.51254,-11.18659791
70,27854,Tristan Track,Cliff et al. (1991),Tristan,alkaline,-37.32,-12.73,0,0,47.05,16.44,10.73,0.21,4.22,9.36,3.33,2.31,3.13,0.66,,1.22,97.44,,,,310,25,65,73,103,110,,53,987,25.8,255,61,,,,,680,59.7,110.4,12.8,52.5,9.4,3.1,8.1,,6,1,3,,2.1,0.3,,,,,4.03,8,1.43,,0.51265,,0.70442,,18.61,,15.516,,38.928,,,,18.61,15.516,38.928,0.70442,0.51265,,0.51265,-9.042824791
71,32182,Tristan Track,Cliff et al. (1991),Tristan,alkaline,-37.32,-12.73,0,0,48.03,15.68,9.66,0.15,6.47,9.38,3.56,2.04,2.7,0.73,,0.44,98.4,,,,251,155,57,112,52,99,,45,1019,26,240,58,,,,,561,56,123,,,,,,,,,,,,,,,,,4,8,,,0.51254,,0.70496,,18.611,,15.559,,39.056,,,,18.611,15.559,39.056,0.70496,0.51254,,0.51254,-11.18659791
