Unique_ID﻿,SampleID,Location,Reference(s),Plume,Geochemical affinity1,Lat,Lon,Age,Age_rounded,SiO2,Al2O3,FeOT,MnO,MgO,CaO,Na2O,K2O,TiO2,P2O5,SO3,L.O.I,SUM(volatile free),Unnamed: 21,Li,Sc,V,Cr,Co,Ni,Cu,Zn,Ga,Rb,Sr,Y,Zr,Nb,Mo,Sn,Sb,Cs,Ba,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,W,Tl,Pb,Th,U,Unnamed: 62,143Nd/144Nd,2s_Nd,87Sr/86Sr,2s_Sr,206Pb/204Pb,2s_206Pb,207Pb/204Pb,2s_207Pb,208Pb/204Pb,2s_208Pb,176Hf/177Hf,2s_Hf,206Pb/204Pb_i,207Pb/204Pb_i,208Pb/204Pb_i,87Sr/86Sr_i,143Nd/144Nd_i,176Hf/177Hf_i,143Nd,Delta_DM
2264,s_I2116 [12148],Iceland,,Iceland,,65.12,-14.781,6.5,10,,,,,,,,0.4,,0.29,,,,,,,,,,,,,,,,41,,,,,,,,,,,22.5,6.02,,,,,,,,,,,,,,,,0.32,,0.513023,,,,,,,,,,,,,,,,,,0.513016,-1.62698908
2265,s_IB2110 [12148],Iceland,,Iceland,,65.09,-14.821,6.5,10,,,,,,,,0.43,,0.26,,,,,,,,,,,,,,,,36.4,,,,,,,,,,,21,5.61,,,,,,,,,,,,,,,,0.295,,0.513015,,,,,,,,,,,,,,,,,,0.513008,-1.782904264
2266,s_I2115 [12148],Iceland,,Iceland,,65.08,-14.863,6.5,10,,,,,,,,0.38,,0.32,,,,,,,,,,,,,,,,43.9,,,,,,,,,,,26.7,6.88,,,,,,,,,,,,,,,,0.481,,0.513048,,,,,,,,,,,,,,,,,,0.513041,-1.13975413
2267,s_I2114 [12148],Iceland,,Iceland,,65.05,-14.958,6.3,10,,,,,,,,0.82,,0.4,,,,,,,,,,,,,,,,48.1,,,,,,,,,,,32,8.77,,,,,,,,,,,,,,,,0.55,,0.513043,,,,,,,,,,,,,,,,,,0.513036,-1.23720112
2268,s_IB2109 [12148],Iceland,,Iceland,,65.06,-14.954,6,10,,,,,,,,0.53,,0.42,,,,,,,,,,,,,,,,52.8,,,,,,,,,,,35.2,9.35,,,,,,,,,,,,,,,,0.538,,0.513065,,,,,,,,,,,,,,,,,,0.513059,-0.788944966
2269,s_I2113 [12148],Iceland,,Iceland,,65.06,-14.959,5.7,10,,,,,,,,0.25,,0.16,,,,,,,,,,,,,,,,27,,,,,,,,,,,13.1,3.67,,,,,,,,,,,,,,,,0.149,,0.513086,,,,,,,,,,,,,,,,,,0.51308,-0.379667607
2270,s_I2112 [12148],Iceland,,Iceland,,65.06,-14.96,5.5,10,,,,,,,,0.55,,0.46,,,,,,,,,,,,,,,,65.9,,,,,,,,,,,38.4,9.26,,,,,,,,,,,,,,,,0.704,,0.51305,,,,,,,,,,,,,,,,,,0.513045,-1.061796538
2271,s_I2111 [12148],Iceland,,Iceland,,65.06,-14.968,5.3,10,,,,,,,,0.57,,0.45,,,,,,,,,,,,,,,,46.1,,,,,,,,,,,34.5,8.83,,,,,,,,,,,,,,,,0.543,,0.513047,,,,,,,,,,,,,,,,,,0.513042,-1.120264732
2272,s_IB2108 [12148],Iceland,,Iceland,,65.05,-14.972,5.1,10,,,,,,,,0.62,,0.35,,,,,,,,,,,,,,,,49.1,,,,,,,,,,,29.4,7.66,,,,,,,,,,,,,,,,0.478,,0.513024,,,,,,,,,,,,,,,,,,0.513019,-1.568520886
2273,s_I2110 [12148],Iceland,,Iceland,,65.05,-14.993,5.1,10,,,,,,,,0.29,,0.21,,,,,,,,,,,,,,,,30.5,,,,,,,,,,,17.2,4.71,,,,,,,,,,,,,,,,0.185,,0.513053,,,,,,,,,,,,,,,,,,0.513047,-1.022817742
2274,s_I2108 [12148],Iceland,,Iceland,,65.05,-15.054,4.4,0,,,,,,,,0.15,,0.15,,,,,,,,,,,,,,,,28.8,,,,,,,,,,,12.2,3.59,,,,,,,,,,,,,,,,0.135,,0.51307,,,,,,,,,,,,,,,,,,0.51307,-0.857509247
2275,s_I2109 [12148],Iceland,,Iceland,,65.06,-15.018,4.4,0,,,,,,,,0.34,,0.29,,,,,,,,,,,,,,,,44,,,,,,,,,,,23.3,6.42,,,,,,,,,,,,,,,,0.317,,0.513048,,,,,,,,,,,,,,,,,,0.513048,-1.286263871
2276,s_IB2106 [12148],Iceland,,Iceland,,65.04,-15.064,4.4,0,,,,,,,,0.2,,0.16,,,,,,,,,,,,,,,,28,,,,,,,,,,,12.8,3.59,,,,,,,,,,,,,,,,0.159,,0.513051,,,,,,,,,,,,,,,,,,0.513051,-1.227797332
2277,s_IB2107 [12148],Iceland,,Iceland,,65.05,-15.033,4.4,0,,,,,,,,0.31,,0.3,,,,,,,,,,,,,,,,44.8,,,,,,,,,,,24.2,6.5,,,,,,,,,,,,,,,,0.323,,0.513064,,,,,,,,,,,,,,,,,,0.513064,-0.974442327
2278,s_I2105 [12148],Iceland,,Iceland,,64.91,-15.286,3,0,,,,,,,,0.23,,0.15,,,,,,,,,,,,,,,,25.6,,,,,,,,,,,12.7,3.52,,,,,,,,,,,,,,,,0.152,,0.513087,,,,,,,,,,,,,,,,,,0.513087,-0.526198856
2279,s_IB2103 [12148],Iceland,,Iceland,,64.91,-15.287,3,0,,,,,,,,0.19,,0.21,,,,,,,,,,,,,,,,33.3,,,,,,,,,,,16.6,4.42,,,,,,,,,,,,,,,,0.261,,0.51305,,,,,,,,,,,,,,,,,,0.51305,-1.247286178
2280,s_I2106 [12148],Iceland,,Iceland,,64.92,-15.291,2.9,0,,,,,,,,0.17,,0.12,,,,,,,,,,,,,,,,25.9,,,,,,,,,,,9.67,2.98,,,,,,,,,,,,,,,,0.105,,0.513074,,,,,,,,,,,,,,,,,,0.513074,-0.779553861
2281,s_IB2104 [12148],Iceland,,Iceland,,64.92,-15.289,2.9,0,,,,,,,,0.15,,0.13,,,,,,,,,,,,,,,,28,,,,,,,,,,,10.5,3.2,,,,,,,,,,,,,,,,0.125,,0.513039,,,,,,,,,,,,,,,,,,0.513039,-1.46166349
2282,s_I2107 [12148],Iceland,,Iceland,,64.94,-15.306,2.7,0,,,,,,,,0.27,,0.24,,,,,,,,,,,,,,,,39.3,,,,,,,,,,,17.3,5.09,,,,,,,,,,,,,,,,0.216,,0.513071,,,,,,,,,,,,,,,,,,0.513071,-0.838020401
2283,s_IB2105 [12148],Iceland,,Iceland,,64.94,-15.291,2.7,0,,,,,,,,0.41,,0.27,,,,,,,,,,,,,,,,32.7,,,,,,,,,,,21,5.36,,,,,,,,,,,,,,,,0.346,,0.513018,,,,,,,,,,,,,,,,,,0.513018,-1.870929267
2284,s_I2101 [12148],Iceland,,Iceland,,64.88,-15.381,2,0,,,,,,,,0.19,,0.19,,,,,,,,,,,,,,,,36,,,,,,,,,,,15.8,4.41,,,,,,,,,,,,,,,,0.219,,0.513067,,,,,,,,,,,,,,,,,,0.513067,-0.915975787
2285,s_I2102 [12148],Iceland,,Iceland,,64.88,-15.388,2,0,,,,,,,,0.28,,0.27,,,,,,,,,,,,,,,,46.2,,,,,,,,,,,21.1,5.85,,,,,,,,,,,,,,,,0.281,,0.51304,,,,,,,,,,,,,,,,,,0.51304,-1.442174643
2286,s_I2103 [12148],Iceland,,Iceland,,64.89,-15.419,2,0,,,,,,,,0.21,,0.2,,,,,,,,,,,,,,,,33,,,,,,,,,,,15.2,4.36,,,,,,,,,,,,,,,,0.201,,0.513054,,,,,,,,,,,,,,,,,,0.513054,-1.169330792
2287,s_I2104 [12148],Iceland,,Iceland,,64.9,-15.371,2,0,,,,,,,,0.34,,0.26,,,,,,,,,,,,,,,,42.4,,,,,,,,,,,19.2,5.6,,,,,,,,,,,,,,,,0.273,,0.513033,,,,,,,,,,,,,,,,,,0.513033,-1.578596569
2288,s_IB2101 [12148],Iceland,,Iceland,,64.88,-15.37,2,0,,,,,,,,0.24,,0.26,,,,,,,,,,,,,,,,31.6,,,,,,,,,,,18.7,4.9,,,,,,,,,,,,,,,,0.205,,0.513021,,,,,,,,,,,,,,,,,,0.513021,-1.812462728
2289,s_IB2102 [12148],Iceland,,Iceland,,64.88,-15.399,2,0,,,,,,,,0.69,,0.51,,,,,,,,,,,,,,,,54,,,,,,,,,,,36,8.99,,,,,,,,,,,,,,,,0.498,,0.51306,,,,,,,,,,,,,,,,,,0.51306,-1.052397713
2290,s_I2211 [12148],Iceland,,Iceland,,65.16,-14.257,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.513013,,,,,,,,,,,,,,,,,,0.513013,-1.9683735
2291,s_I2212 [12148],Iceland,,Iceland,,65.16,-14.257,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.513001,,,,,,,,,,,,,,,,,,0.513001,-2.202239658
2292,s_I2213 [12148],Iceland,,Iceland,,65.16,-14.257,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51304,,,,,,,,,,,,,,,,,,0.51304,-1.442174643
2293,s_CIS297 [12969],Iceland,,Iceland,,64.9,-23.923,0,0,,,,,,,,0.89,,0.69,,,,,,,402,,,,,,,,,28.4,,,,,,,,,,,37.8,7.51,,,,,,,,,,,,,,,,0.605,,0.512948,,,,,,,,,,,,,,,,,,0.512948,-3.235148524
2294,s_CIS299 [12969],Iceland,,Iceland,,64.83,-23.922,0,0,,,,,,,,0.89,,0.53,,,,,,,386,,,,,,,,,29.1,,,,,,,,,,,29.2,6.42,,,,,,,,,,,,,,,,0.68,,0.512976,,,,,,,,,,,,,,,,,,0.512976,-2.689460822
2295,s_CIS298 [12969],Iceland,,Iceland,,64.86,-23.857,0,0,,,,,,,,1.32,,0.96,,,,,,,408,,,,,,,,,39.7,,,,,,,,,,,52.3,10.3,,,,,,,,,,,,,,,,0.978,,0.51295,,,,,,,,,,,,,,,,,,0.51295,-3.196170831
2296,s_CIS301 [12969],Iceland,,Iceland,,64.8,-23.62,0,0,,,,,,,,1.52,,1.24,,,,,,,309,,,,,,,,,45.9,,,,,,,,,,,61.6,12.1,,,,,,,,,,,,,,,,1.11,,0.512952,,,,,,,,,,,,,,,,,,0.512952,-3.157193138
2297,s_CIS300 [12969],Iceland,,Iceland,,64.77,-23.876,0,0,,,,,,,,1.59,,1.37,,,,,,,262,,,,,,,,,48,,,,,,,,,,,65.1,12.7,,,,,,,,,,,,,,,,1.19,,0.51295,,,,,,,,,,,,,,,,,,0.51295,-3.196170831
2298,s_H96 [12969],Iceland,,Iceland,,64.74,-23.743,0,0,,,,,,,,1.52,,1.32,,,,,,,306,,,,,,,,,49.3,,,,,,,,,,,66,12.8,,,,,,,,,,,,,,,,1.15,,0.512962,,,,,,,,,,,,,,,,,,0.512962,-2.962304673
2299,s_CIS293 [12969],Iceland,,Iceland,,64.78,-23.918,0,0,,,,,,,,2.14,,1.08,,,,,,,131,,,,,,,,,53.7,,,,,,,,,,,72.2,13.7,,,,,,,,,,,,,,,,1.61,,0.512957,,,,,,,,,,,,,,,,,,0.512957,-3.059748906
2300,s_CIS292 [12969],Iceland,,Iceland,,64.74,-23.74,0,0,,,,,,,,3.32,,0.25,,,,,,,15,,,,,,,,,56.7,,,,,,,,,,,68.9,12.6,,,,,,,,,,,,,,,,2.6,,0.512953,,,,,,,,,,,,,,,,,,0.512953,-3.137704292
2301,s_CIS031 [12969],Iceland,,Iceland,,64.82,-23.723,0,0,,,,,,,,4.25,,0.08,,,,,,,310,,,,,,,,,67.2,,,,,,,,,,,73.5,12.3,,,,,,,,,,,,,,,,3.22,,0.512957,,,,,,,,,,,,,,,,,,0.512957,-3.059748906
2302,s_CIS296 [12969],Iceland,,Iceland,,64.85,-23.734,0,0,,,,,,,,0.87,,0.36,,,,,,,348,,,,,,,,,20.3,,,,,,,,,,,25.3,5.2,,,,,,,,,,,,,,,,0.609,,0.512965,,,,,,,,,,,,,,,,,,0.512965,-2.903838133
2303,s_CIS295 [12969],Iceland,,Iceland,,64.82,-23.901,0,0,,,,,,,,2.52,,0.45,,,,,,,174,,,,,,,,,39.3,,,,,,,,,,,55.7,10.1,,,,,,,,,,,,,,,,2.11,,0.512967,,,,,,,,,,,,,,,,,,0.512967,-2.86486044
2304,s_CIS294 [12969],Iceland,,Iceland,,64.82,-23.899,0,0,,,,,,,,5.25,,0.04,,,,,,,0,,,,,,,,,54,,,,,,,,,,,76.3,12.9,,,,,,,,,,,,,,,,3.48,,0.512963,,,,,,,,,,,,,,,,,,0.512963,-2.942815827
2305,s_408673 [13015],Iceland,,Iceland,,63.83,-22.4,0,0,,,,,,,,0.25,,0.22,,,,,,,467,,,,,,,,,35.3,,,,,,,,,,,15.46,4.36,,,,,,,,,,,,,,,,,,0.513031,,,,,,,,,,,,,,,,,,0.513031,-1.617574262
2306,s_456746 [13015],Iceland,,Iceland,,63.87,-22.05,0,0,,,,,,,,0.18,,0.14,,,,,,,351.4369626,,,,,,,,,24.95789723,,,,,,,,,,,10.55,3.03,,,,,,,,,,,,,,,,0.120952711,,0.513014,,,,,,,,,,,,,,,,,,0.513014,-1.948884653
2307,s_408666 [13015],Iceland,,Iceland,,63.87,-22.05,0,0,,,,,,,,0.19,,0.14,,,,,,,374,,,,,,,,,26,,,,,,,,,,,10.64,3.06,,,,,,,,,,,,,,,,,,0.513018,,,,,,,,,,,,,,,,,,0.513018,-1.870929267
2308,s_456733 [13015],Iceland,,Iceland,,63.9,-21.9,0,0,,,,,,,,0.2,,0.17,,,,,,,347,,,,,,,,,24.3,,,,,,,,,,,12.65,3.47,,,,,,,,,,,,,,,,,,0.51302,,,,,,,,,,,,,,,,,,0.51302,-1.831951574
2309,s_456740 [13015],Iceland,,Iceland,,64,-21.7,0,0,,,,,,,,0.24,,0.18,,,,,,,359,,,,,,,,,25.4,,,,,,,,,,,13.2,3.58,,,,,,,,,,,,,,,,,,0.513024,,,,,,,,,,,,,,,,,,0.513024,-1.753996188
2310,s_456737 [13015],Iceland,,Iceland,,64.1,-21.4,0,0,,,,,,,,0.23,,0.19,,,,,,,353,,,,,,,,,26.3,,,,,,,,,,,13.87,3.71,,,,,,,,,,,,,,,,,,0.513023,,,,,,,,,,,,,,,,,,0.513023,-1.773485035
2311,s_I 7/2 [13126],Iceland,,Iceland,,65.5,-22,10,10,,,,,,,,1.7,,0.08,,,,,,,,,,,,,,,,16.5,,,,,,,,,,,18.3,3.43,,,,,,,,,,,,,,,,1.98,,0.513038,,,,,,,,,,,,,,,,,,0.513031,-1.33464811
2312,s_I 8/3 [13126],Iceland,,Iceland,,65.5,-22,10,10,,,,,,,,1.7,,0.1,,,,,,,,,,,,,,,,11.1,,,,,,,,,,,19.1,3.61,,,,,,,,,,,,,,,,1.68,,0.513042,,,,,,,,,,,,,,,,,,0.513035,-1.256690518
2313,s_I 11 [13126],Iceland,,Iceland,,65.9,-21.5,10,10,,,,,,,,1.67,,0.1,,,,,,,,,,,,,,,,18.7,,,,,,,,,,,23.3,4.4,,,,,,,,,,,,,,,,1.9,,0.51301,,,,,,,,,,,,,,,,,,0.513003,-1.880351254
2314,s_I 19/1 [13126],Iceland,,Iceland,,65.9,-21.5,10,10,,,,,,,,1.69,,0.09,,,,,,,,,,,,,,,,15.1,,,,,,,,,,,21.6,3.92,,,,,,,,,,,,,,,,1.83,,0.513021,,,,,,,,,,,,,,,,,,0.513014,-1.665967876
2315,s_I 21 [13126],Iceland,,Iceland,,65.9,-21.5,10,10,,,,,,,,1.68,,0.09,,,,,,,,,,,,,,,,12.4,,,,,,,,,,,18.5,3.43,,,,,,,,,,,,,,,,1.89,,0.513025,,,,,,,,,,,,,,,,,,0.513018,-1.588010284
2316,s_I 12 [13126],Iceland,,Iceland,,65.48,-21.88,10,10,,,,,,,,1.72,,0.08,,,,,,,,,,,,,,,,10.1,,,,,,,,,,,16.8,3.3,,,,,,,,,,,,,,,,1.72,,0.513031,,,,,,,,,,,,,,,,,,0.513023,-1.490563294
2317,s_I 14 [13126],Iceland,,Iceland,,65.48,-21.88,10,10,,,,,,,,1.73,,0.08,,,,,,,,,,,,,,,,12,,,,,,,,,,,18.1,3.42,,,,,,,,,,,,,,,,1.73,,0.51303,,,,,,,,,,,,,,,,,,0.513023,-1.490563294
2318,s_H123 [9565],Iceland,,Iceland,,64.75,-21.589,0,0,,,,,,,,0.51,,0.19,,,,,,,320,,,,,,,,,16.3,,,,,,,,,,,18.2,4.15,,,,,,,,,,,,,,,,0.41,,0.512933,,,,,,,,,,,,,,,,,,0.512933,-3.527481222
2319,s_3 [1102],Iceland,,Iceland,,64.8,-23.5,0,0,,,,,,,,,,,,,,,,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512943,,,,,,,,,,,,,,,,,,0.512943,-3.332592757
2320,s_5 [1102],Iceland,,Iceland,,64.8,-23.5,0,0,,,,,,,,,,,,,,,,,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512942,,,,,,,,,,,,,,,,,,0.512942,-3.352081604
2321,s_2 [1102],Iceland,,Iceland,,65,-21,0,0,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512961,,,,,,,,,,,,,,,,,,0.512961,-2.98179352
2322,s_9 [1102],Iceland,,Iceland,,64.8,-23.5,0,0,,,,,,,,,,,,,,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512957,,,,,,,,,,,,,,,,,,0.512957,-3.059748906
2323,s_408738 [14498],Iceland,,Iceland,,64.81,-15.599,0,0,,,,,,,,0.68,,0.26,,,,,,,250,,,,,,,,,18.5,,,,,,,,,,,19.2,4.32,,,,,,,,,,,,,,,,0.46,,0.512988,,,,,,,,,,,,,,,,,,0.512988,-2.455594663
2324,s_408739 [14498],Iceland,,Iceland,,64.81,-15.59,0,0,,,,,,,,0.69,,0.28,,,,,,,280,,,,,,,,,23.1,,,,,,,,,,,21.7,5.03,,,,,,,,,,,,,,,,0.51,,0.512974,,,,,,,,,,,,,,,,,,0.512974,-2.728438515
2325,s_408740 [14498],Iceland,,Iceland,,64.8,-15.599,0,0,,,,,,,,0.66,,0.26,,,,,,,266,,,,,,,,,19.4,,,,,,,,,,,19.2,4.32,,,,,,,,,,,,,,,,0.45,,0.512989,,,,,,,,,,,,,,,,,,0.512989,-2.436105817
2326,s_408744 [14498],Iceland,,Iceland,,64.8,-15.61,0,0,,,,,,,,0.64,,0.24,,,,,,,260,,,,,,,,,18.7,,,,,,,,,,,17.9,4.17,,,,,,,,,,,,,,,,0.45,,0.512993,,,,,,,,,,,,,,,,,,0.512993,-2.358150431
2327,s_408754 [14498],Iceland,,Iceland,,64.82,-15.697,0,0,,,,,,,,0.73,,0.29,,,,,,,272,,,,,,,,,25.1,,,,,,,,,,,23.4,5.37,,,,,,,,,,,,,,,,0.54,,0.512987,,,,,,,,,,,,,,,,,,0.512987,-2.47508351
2328,s_408755 [14498],Iceland,,Iceland,,64.85,-15.579,0,0,,,,,,,,0.64,,0.29,,,,,,,276,,,,,,,,,24.5,,,,,,,,,,,23,5.32,,,,,,,,,,,,,,,,0.51,,0.512997,,,,,,,,,,,,,,,,,,0.512997,-2.280195044
2329,s_408757 [14498],Iceland,,Iceland,,64.85,-15.537,0,0,,,,,,,,0.64,,0.29,,,,,,,285,,,,,,,,,21.5,,,,,,,,,,,20.1,4.64,,,,,,,,,,,,,,,,0.36,,0.512973,,,,,,,,,,,,,,,,,,0.512973,-2.747927361
2330,s_408764 [14498],Iceland,,Iceland,,64.89,-22.332,0,0,,,,,,,,0.5,,0.42,,,,,,,311,,,,,,,,,25.7,,,,,,,,,,,23.1,5.24,,,,,,,,,,,,,,,,0.41,,0.512926,,,,,,,,,,,,,,,,,,0.512926,-3.663903148
2331,s_408765 [14498],Iceland,,Iceland,,64.82,-23.387,0,0,,,,,,,,0.94,,0.49,,,,,,,437,,,,,,,,,29.5,,,,,,,,,,,36.2,7.33,,,,,,,,,,,,,,,,0.62,,0.512957,,,,,,,,,,,,,,,,,,0.512957,-3.059748906
2332,s_408766 [14498],Iceland,,Iceland,,64.84,-23.74,0,0,,,,,,,,0.79,,0.45,,,,,,,289,,,,,,,,,22.4,,,,,,,,,,,29.6,5.9,,,,,,,,,,,,,,,,0.62,,0.512958,,,,,,,,,,,,,,,,,,0.512958,-3.040260059
2333,s_408767 [14498],Iceland,,Iceland,,64.85,-23.833,0,0,,,,,,,,0.91,,0.36,,,,,,,305,,,,,,,,,18.5,,,,,,,,,,,26.5,5.21,,,,,,,,,,,,,,,,0.72,,0.51296,,,,,,,,,,,,,,,,,,0.51296,-3.001282366
2334,s_408770 [14498],Iceland,,Iceland,,64.95,-22.985,0,0,,,,,,,,0.6,,0.24,,,,,,,261,,,,,,,,,17.6,,,,,,,,,,,19.6,4.05,,,,,,,,,,,,,,,,0.5,,0.512934,,,,,,,,,,,,,,,,,,0.512934,-3.507992376
2335,s_408771 [14498],Iceland,,Iceland,,64.98,-22.675,0,0,,,,,,,,0.69,,0.3,,,,,,,282,,,,,,,,,20.8,,,,,,,,,,,23.6,4.95,,,,,,,,,,,,,,,,0.59,,0.512966,,,,,,,,,,,,,,,,,,0.512966,-2.884349287
2336,s_408774 [14498],Iceland,,Iceland,,64.77,-21.531,0,0,,,,,,,,0.51,,0.19,,,,,,,304,,,,,,,,,19.5,,,,,,,,,,,17.7,3.93,,,,,,,,,,,,,,,,0.42,,0.512918,,,,,,,,,,,,,,,,,,0.512918,-3.81981392
2337,s_408775 [14498],Iceland,,Iceland,,63.57,-19.87,0,0,,,,,,,,0.46,,0.32,,,,,,,315,,,,,,,,,24.7,,,,,,,,,,,21.5,5.39,,,,,,,,,,,,,,,,0.37,,0.512987,,,,,,,,,,,,,,,,,,0.512987,-2.47508351
2338,s_408783 [14498],Iceland,,Iceland,,63.4,-20.275,0,0,,,,,,,,0.31,,0.16,,,,,,,291,,,,,,,,,23.9,,,,,,,,,,,13.3,3.67,,,,,,,,,,,,,,,,0.17,,0.513015,,,,,,,,,,,,,,,,,,0.513015,-1.929395807
2339,s_408784 [14498],Iceland,,Iceland,,63.4,-20.277,0,0,,,,,,,,0.41,,0.2,,,,,,,268,,,,,,,,,24.1,,,,,,,,,,,15.1,3.96,,,,,,,,,,,,,,,,0.24,,0.513019,,,,,,,,,,,,,,,,,,0.513019,-1.851440421
2340,s_408785 [14498],Iceland,,Iceland,,63.44,-20.283,0,0,,,,,,,,0.5,,0.26,,,,,,,275,,,,,,,,,26.4,,,,,,,,,,,17.4,4.43,,,,,,,,,,,,,,,,0.33,,0.51303,,,,,,,,,,,,,,,,,,0.51303,-1.637063109
2341,s_I-48_LEACHED [2152],Iceland,,Iceland,,63.61,-19.04,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512989,,,,,,,,,,,,,,,,,,0.512989,-2.436105817
2342,s_ID2512 [14919],Iceland,,Iceland,,65,-16.5572,0,0,,,,,,,,0.26,,0.17,,,,,,,,,,,,,,,,22.9,,,,,,,,,,,12.8,3.47,,,,,,,,,,,,,,,,0.17,,0.513026,,,,,,,,,,,,,,,,,,0.513026,-1.715018495
2343,s_ID2513 [14919],Iceland,,Iceland,,65.02,-16.5692,0,0,,,,,,,,0.34,,0.21,,,,,,,,,,,,,,,,29.6,,,,,,,,,,,16.4,4.44,,,,,,,,,,,,,,,,0.24,,0.513041,,,,,,,,,,,,,,,,,,0.513041,-1.422685797
2344,s_IA1933 [14919],Iceland,,Iceland,,65.07,-16.6414,0,0,,,,,,,,0.36,,0.24,,,,,,,,,,,,,,,,39.8,,,,,,,,,,,19.4,5.08,,,,,,,,,,,,,,,,0.281,,0.51303,,,,,,,,,,,,,,,,,,0.51303,-1.637063109
2345,s_IB1913 [14919],Iceland,,Iceland,,65.04,-16.7878,0,0,,,,,,,,0.55,,0.33,,,,,,,,,,,,,,,,51.7,,,,,,,,,,,25.9,6.65,,,,,,,,,,,,,,,,0.43,,0.513021,,,,,,,,,,,,,,,,,,0.513021,-1.812462728
2346,s_IA1709 [14919],Iceland,,Iceland,,65.08,-16.3744,0,0,,,,,,,,0.08,,0.09,,,,,,,,,,,,,,,,19.1,,,,,,,,,,,6.3,1.93,,,,,,,,,,,,,,,,0.05,,0.513093,,,,,,,,,,,,,,,,,,0.513093,-0.409265777
2347,s_IA1803 [14919],Iceland,,Iceland,,65.05,-16.7158,0,0,,,,,,,,2.07,,0.21,,,,,,,,,,,,,,,,74.4,,,,,,,,,,,46.4,10,,,,,,,,,,,,,,,,1.986,,0.513036,,,,,,,,,,,,,,,,,,0.513036,-1.52013003
2348,s_ID2405 [14919],Iceland,,Iceland,,65.05,-16.7158,0,0,,,,,,,,2.18,,0.24,,,,,,,,,,,,,,,,56.5,,,,,,,,,,,40.2,9.02,,,,,,,,,,,,,,,,2.02,,0.513042,,,,,,,,,,,,,,,,,,0.513042,-1.40319695
2349,s_ID2411 [14919],Iceland,,Iceland,,65.05,-16.7158,0,0,,,,,,,,2.14,,0.2,,,,,,,,,,,,,,,,56.9,,,,,,,,,,,44.2,9.71,,,,,,,,,,,,,,,,1.56,,0.513036,,,,,,,,,,,,,,,,,,0.513036,-1.52013003
2350,s_IC2708 [14919],Iceland,,Iceland,,65.64,-16.3664,0,0,,,,,,,,0.54,,0.32,,,,,,,,,,,,,,,,40.2,,,,,,,,,,,24.4,6.35,,,,,,,,,,,,,,,,0.42,,0.513023,,,,,,,,,,,,,,,,,,0.513023,-1.773485035
2351,s_IA1832 [14919],Iceland,,Iceland,,65.05,-16.7128,0,0,,,,,,,,0.69,,0.35,,,,,,,,,,,,,,,,53.3,,,,,,,,,,,27.9,7.12,,,,,,,,,,,,,,,,0.565,,0.513033,,,,,,,,,,,,,,,,,,0.513033,-1.578596569
2352,s_IA1841 [14919],Iceland,,Iceland,,65.05,-16.7178,0,0,,,,,,,,0.54,,0.33,,,,,,,,,,,,,,,,39.4,,,,,,,,,,,24.4,6.34,,,,,,,,,,,,,,,,0.431,,0.513034,,,,,,,,,,,,,,,,,,0.513034,-1.559107723
2353,s_IC2402 [14919],Iceland,,Iceland,,65.05,-16.7067,0,0,,,,,,,,0.68,,0.35,,,,,,,,,,,,,,,,43.4,,,,,,,,,,,27.4,6.93,,,,,,,,,,,,,,,,0.57,,0.513017,,,,,,,,,,,,,,,,,,0.513017,-1.890418114
2354,s_IC2414 [14919],Iceland,,Iceland,,65.04,-16.72,0,0,,,,,,,,0.55,,0.33,,,,,,,,,,,,,,,,39.9,,,,,,,,,,,24.6,6.37,,,,,,,,,,,,,,,,0.42,,0.513019,,,,,,,,,,,,,,,,,,0.513019,-1.851440421
2355,s_IB1904 [14919],Iceland,,Iceland,,65.03,-16.7964,0,0,,,,,,,,1.13,,0.42,,,,,,,,,,,,,,,,68.3,,,,,,,,,,,36.3,9.01,,,,,,,,,,,,,,,,1,,0.513031,,,,,,,,,,,,,,,,,,0.513031,-1.617574262
2356,s_IB1906 [14919],Iceland,,Iceland,,65.03,-16.7969,0,0,,,,,,,,0.58,,0.33,,,,,,,,,,,,,,,,52.1,,,,,,,,,,,25.9,6.7,,,,,,,,,,,,,,,,0.475,,0.513028,,,,,,,,,,,,,,,,,,0.513028,-1.676040802
2357,s_IB1907 [14919],Iceland,,Iceland,,65.03,-16.7953,0,0,,,,,,,,0.59,,0.33,,,,,,,,,,,,,,,,49,,,,,,,,,,,25,6.31,,,,,,,,,,,,,,,,0.479,,0.513036,,,,,,,,,,,,,,,,,,0.513036,-1.52013003
