SITE_CODE,SHORT_TITLE,TITLE,SITE_TYPE,SUB_TYPE,STAGE,PROJ_CODE,PROJECT_TITLE,LONGITUDE,LATITUDE,EASTING,NORTHING,MGA_ZONE,COMMODITIES,COMMODITY_GROUP_NAME,TARGET_GROUP_NAME,MAP_LABEL_NAME,INCLUDE_COMMODITY_FLAG,MAP_COMMODITIES,ACTIVE_FLAG,SYMBOL,MAP_SERIES,CONFIDENTIALITY,MAP_SHEET_NO_100K,MAP_SHEET_NAME_100K,MAP_SHEET_NO_250K,MAP_SHEET_NAME_250K,LGA_NAME,DEVELOPMENT_REGION,DISTRICT_NO,DISTRICT_NAME,TECTONIC_UNIT,EXTRACT_DATE
S0242637,Glengarry Rd Lot 2047 / Treasure,Glengarry Rd Moonyoonooka Lot 2047 / Treasure,Mine,Openpit,Operating,,,114.758799999999994,-28.814599999999999,281288,6810492,50,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,1840,GERALDTON,SH50-01,GERALDTON,"GREATER GERALDTON, CITY OF","MID-WEST, Development Region",70,SOUTH WEST M.F.,Greenough Shelf,20250611
S0242638,Giles Rd Lot 7 / City of G-G,Giles Rd Moonyoonooka Lot 7 / City of Greater Geraldton,Mine,Openpit,Operating,J04892,Geraldton-Greenough / City of Greater Geraldton,114.748500000000007,-28.742899999999999,280132,6818420,50,Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,1840,GERALDTON,SH50-01,GERALDTON,"GREATER GERALDTON, CITY OF","MID-WEST, Development Region",70,SOUTH WEST M.F.,"Pinjarra Orogen, Northampton Inlier",20250611
S0242649,Northern Gully Rd Lot 23 / Catalano,Northern Gully Rd Northern Gully Lot 23 / Catalano,Mine,Openpit,Operating,J05137,Geraldton / Catalano,114.957800000000006,-28.643300000000000,300387,6829826,50,Sd Aggc,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,1840,GERALDTON,SH50-01,GERALDTON,"GREATER GERALDTON, CITY OF","MID-WEST, Development Region",70,SOUTH WEST M.F.,Bookara Shelf,20250611
S0242650,Yanget Rd Lot 2860 North / Central Earthmoving,Yanget Rd Kojarena Lot 2860 North / Central Earthmoving,Mine,Openpit,Operating,J05028,Geraldton / Central Earthmoving,114.882199999999997,-28.694800000000001,293097,6823990,50,Gvl Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,1840,GERALDTON,SH50-01,GERALDTON,"GREATER GERALDTON, CITY OF","MID-WEST, Development Region",70,SOUTH WEST M.F.,Greenough Shelf,20250611
S0242651,Yanget Rd Lot 2860 1 East / Central Earthmoving,Yanget Rd Kojarena Lot 1 East / Central Earthmoving,Mine,Openpit,Operating,J05028,Geraldton / Central Earthmoving,114.876300000000001,-28.711600000000001,292554,6822118,50,Gvl Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,1840,GERALDTON,SH50-01,GERALDTON,"GREATER GERALDTON, CITY OF","MID-WEST, Development Region",70,SOUTH WEST M.F.,Greenough Shelf,20250611
S0242659,Abattoir Rd Lot 152 / Gregory,Abattoir Rd Moonyoonooka Lot 152 / Gregory,Mine,Openpit,Operating,,,114.743399999999994,-28.787500000000001,279728,6813467,50,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,1840,GERALDTON,SH50-01,GERALDTON,"GREATER GERALDTON, CITY OF","MID-WEST, Development Region",70,SOUTH WEST M.F.,"Pinjarra Orogen, Northampton Inlier",20250611
S0242662,Goldfields Rd York Lot 4797 / Humphry,Goldfields Rd York Lot 4797 / Humphry,Mine,Openpit,Operating,J06714,York / Humphrey Bros,116.950400000000002,-31.860700000000001,495307,6475003,50,Gvl Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2234,NORTHAM,SH50-14,PERTH,"YORK, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,South West Terrane,20250611
S0242665,Cameron Rd Lot 2308 / York Earthmoving,Cameron Rd York Lot 2308 / York Earthmoving,Mine,Openpit,Operating,,,116.938599999999994,-31.863099999999999,494191,6474736,50,Gvl Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2234,NORTHAM,SH50-14,PERTH,"YORK, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,South West Terrane,20250611
S0242667,R28083 Boyercutty Rd Lot 28275 / Shire,Reserve 28083 Boyercutty Rd Inkpen Lot 28275 / Shire of York,Mine,Openpit,Operating,J06715,GBRM / Shire of York,116.610299999999995,-31.850200000000001,463130,6476102,50,Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2234,NORTHAM,SH50-14,PERTH,"YORK, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,Yilgarn Craton granites,20250611
S0242676,R27005 Popanyinning East Rd Lot 125-307 / Shire,Reserve 27005 Popanyinning East Rd Lot 125-307 / Shire of Cuballing,Mine,Openpit,Operating,J06716,GBRM / Shire of Cuballing,117.144099999999995,-32.662100000000002,513512,6386162,50,Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2332,NARROGIN,SI50-03,CORRIGIN,"CUBALLING, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,Yilgarn Craton granites,20250611
S0242677,R50040 Yornaning Rd Lot 505 / Shire,Reserve 50040 Yornaning Rd Lot 505 / Shire of Cuballing,Mine,Openpit,Operating,J06716,GBRM / Shire of Cuballing,117.152900000000002,-32.738399999999999,514325,6377703,50,Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2332,NARROGIN,SI50-03,CORRIGIN,"CUBALLING, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,Yilgarn Craton granites,20250611
S0242678,R19021 Statherne Rd Lot 501 / Shire,Reserve 19021 Statherne Rd Lot 501 / Shire of Cuballing,Mine,Openpit,Operating,J06716,GBRM / Shire of Cuballing,117.203500000000005,-32.799500000000002,519053,6370921,50,Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2332,NARROGIN,SI50-03,CORRIGIN,"CUBALLING, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,Yilgarn Craton granites,20250611
S0242687,Shaddicks Rd Lot 12344 / Shire,Shaddicks Rd East Popanyinning Lot 12344 / Shire of Cuballing,Mine,Openpit,Operating,J06716,GBRM / Shire of Cuballing,117.263900000000007,-32.668399999999998,524744,6385442,50,Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2332,NARROGIN,SI50-03,CORRIGIN,"CUBALLING, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,Yilgarn Craton granites,20250611
S0242706,R40806 Tomkins Rd Lot 11495 / Shire,Reserve 40806 Tomkins Rd Lot 11495 / Shire of Irwin,Mine,Openpit,Operating,J06718,GBRM / Shire of Irwin,115.186800000000005,-29.433399999999999,324120,6742627,50,Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,1939,MINGENEW,SH50-05,DONGARA,"IRWIN, SHIRE OF","MID-WEST, Development Region",70,SOUTH WEST M.F.,Donkey Creek Terrace,20250611
S0242714,Midlands Rd Lot 1 Gravel 3 / Forward,Midlands Rd Mt Horner Lot 1 Gravel 3 / Forward,Mine,Openpit,Operating,J04682,Mingenew / Forward,115.161299999999997,-29.194500000000001,321230,6769065,50,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,1939,MINGENEW,SH50-05,DONGARA,"IRWIN, SHIRE OF","MID-WEST, Development Region",70,SOUTH WEST M.F.,Dandaragan Trough,20250611
S0242725,Urch Rd Lot 13 Central Gravel / Quadrio,Urch Rd Narra Tarra Lot 13 Central Gravel / Quadrio,Mine,Openpit,Operating,J05027,Geraldton-Greenough / Quadrio,114.745500000000007,-28.633800000000001,279611,6830506,50,Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,1840,GERALDTON,SH50-01,GERALDTON,"CHAPMAN VALLEY, SHIRE OF","MID-WEST, Development Region",66,NORTHAMPTON M.F.,Greenough Shelf,20250611
S0242728,Marrah Rd Lot 4242 / Shire,Marrah Rd Lot 4242  / Shire of Chapman Valley,Mine,Openpit,Operating,J06719,GBRM / Shire of Chapman Valley,114.955299999999994,-28.444299999999998,299767,6851876,50,Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,1841,NORTHAMPTON,SH50-01,GERALDTON,"CHAPMAN VALLEY, SHIRE OF","MID-WEST, Development Region",70,SOUTH WEST M.F.,Bookara Shelf,20250611
S0242729,Chapman Valley Rd Lot 6234 / Shire,Chapman Valley Rd Lot 6234  / Shire of Chapman Valley,Mine,Openpit,Operating,J06719,GBRM / Shire of Chapman Valley,114.922799999999995,-28.400800000000000,296500,6856642,50,Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,1841,NORTHAMPTON,SH50-01,GERALDTON,"CHAPMAN VALLEY, SHIRE OF","MID-WEST, Development Region",70,SOUTH WEST M.F.,Coolcalalaya Sub-basin,20250611
S0242732,Nolba Stock Route Rd Lot 2 / Shire,Nolba Stock Route Rd Nolba Lot 2 / Shire of Chapman Valley,Mine,Openpit,Operating,J06719,GBRM / Shire of Chapman Valley,114.826099999999997,-28.268100000000000,286759,6871181,50,Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,1841,NORTHAMPTON,SH50-01,GERALDTON,"CHAPMAN VALLEY, SHIRE OF","MID-WEST, Development Region",70,SOUTH WEST M.F.,Coolcalalaya Sub-basin,20250611
S0242734,Forrester Brooks Rd Lot 3624 / Shire,Forrester Brooks Rd Yuna Lot 3624 / Shire of Chapman Valley,Mine,Openpit,Operating,J06719,GBRM / Shire of Chapman Valley,114.987600000000000,-28.302299999999999,302668,6867666,50,Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,1841,NORTHAMPTON,SH50-01,GERALDTON,"CHAPMAN VALLEY, SHIRE OF","MID-WEST, Development Region",70,SOUTH WEST M.F.,Bookara Shelf,20250611
S0242740,R50080 Coonewa Rd Lot 306 / DBCA,Reserve 50080 Coonewa Rd Lot 306 / DBCA,Mine,Openpit,Operating,J06603,GBRM Reserves - Mid West / DBCA,115.359899999999996,-28.300699999999999,339178,6868395,50,Gvl Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,1941,MUNGO,SH50-01,GERALDTON,"CHAPMAN VALLEY, SHIRE OF","MID-WEST, Development Region",70,SOUTH WEST M.F.,Irwin Terrace,20250611
S0242741,R50080 Wandana Rd Lot 304 / DBCA,Reserve 50080 Wandana Rd Lot 304 / DBCA,Mine,Openpit,Operating,J06603,GBRM Reserves - Mid West / DBCA,115.220799999999997,-28.281700000000001,325506,6870307,50,Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,1941,MUNGO,SH50-01,GERALDTON,"CHAPMAN VALLEY, SHIRE OF","MID-WEST, Development Region",70,SOUTH WEST M.F.,Irwin Terrace,20250611
S0242749,Normans Well Rd Lot 1,Normans Well Rd Lot 1,Mine,Openpit,Operating,,,114.729299999999995,-28.426300000000001,277591,6853474,50,Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,1841,NORTHAMPTON,SH50-01,GERALDTON,"CHAPMAN VALLEY, SHIRE OF","MID-WEST, Development Region",66,NORTHAMPTON M.F.,"Pinjarra Orogen, Northampton Inlier",20250611
S0242750,R37622 Borden-Bremer Bay Rd Lot 2066 / MRWA,Reserve 37622 Borden-Bremer Bay Rd Lot 2066 / Main Road WA,Mine,Openpit,Operating,J04575,GBRM Reserves Great Southern / Main Roads WA,118.752700000000004,-34.368600000000001,661164,6195581,50,Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2629,PALLINUP,SI50-12,BREMER BAY,"JERRAMUNGUP, SHIRE OF","GREAT SOUTHERN, Development Region",70,SOUTH WEST M.F.,"Northern Foreland, Albany-Fraser Orogen",20250611
S0242752,Forest Hwy Lot 41 / Charles Hull,Forrest Hwy Lot 41 / Charles Hull Contracting,Mine,Openpit,Operating,,,115.722099999999998,-33.328499999999998,381064,6311565,50,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2031,BUNBURY,SI50-06,COLLIE,"DARDANUP, SHIRE OF","SOUTH WEST, Development Region",70,SOUTH WEST M.F.,Bunbury Trough,20250611
S0242775,Old Three Springs Rd Lot 3 Pit 1 / Weelaway,Old Three Springs Rd Morawa Lot 3 Pit 1 / Weelaway Stone,Mine,Openpit,Operating,J06722,Morawa / Weelaway Stone,115.845900000000000,-29.216799999999999,387822,6767442,50,Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2039,YANDANOOKA,SH50-06,PERENJORI,"MORAWA, SHIRE OF","MID-WEST, Development Region",70,SOUTH WEST M.F.,Moora Basin,20250611
S0242776,Old Three Springs Rd Lot 3 Pit 2 / Weelaway,Old Three Springs Rd Morawa Lot 3 Pit 2 / Weelaway Stone,Mine,Openpit,Operating,J06722,Morawa / Weelaway Stone,115.852199999999996,-29.221399999999999,388439,6766939,50,Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2039,YANDANOOKA,SH50-06,PERENJORI,"MORAWA, SHIRE OF","MID-WEST, Development Region",70,SOUTH WEST M.F.,Moora Basin,20250611
S0242777,Great Eastern Hwy Lot 812 / Mason,Great Eastern Hwy Burracoppin Lot 812 / Mason,Mine,Openpit,Operating,,,118.423100000000005,-31.421199999999999,635263,6522841,50,Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2535,MERREDIN,SH50-15,KELLERBERRIN,"MERREDIN, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,Yilgarn Craton granites,20250611
S0242782,Albany Hwy Crossman Lot 9 Lot 92,Albany Hwy Crossman Lot 9,Mine,Openpit,Operating,J04624,South Crossman Rd Crossman / Lyster,116.627899999999997,-32.848700000000001,465180,6365424,50,Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2232,CROSSMAN,SI50-02,PINJARRA,"BODDINGTON, SHIRE OF","PEEL, Development Region",70,SOUTH WEST M.F.,Yilgarn Craton granites,20250611
S0242784,Carabooda Rd Lot 19 / Carabooda Limestone,Carabooda Rd Carabooda Loc 5425 Lot 19 / Carabooda Limestone,Mine,Openpit,Operating,,,115.750799999999998,-31.607099999999999,381501,6502435,50,Lst,Construction material,LIMESTONE - LIMESAND,,N,,,,,Public,2034,PERTH,SH50-14,PERTH,"WANNEROO, CITY OF",METRO,70,SOUTH WEST M.F.,Mandurah Terrace,20250611
S0242796,R20908 North Road / Shire,Reserve 20908 North Road / Shire of Northampton,Mine,Openpit,Operating,J06728,GBRM / Shire of Northampton,114.638199999999998,-28.220400000000001,268219,6876122,50,Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,1841,NORTHAMPTON,SH50-01,GERALDTON,"NORTHAMPTON, SHIRE OF","MID-WEST, Development Region",66,NORTHAMPTON M.F.,"Pinjarra Orogen, Northampton Inlier",20250611
S0242799,R25273 Great Northern Hwy Lot 11896 / Shire,Reserve 25273 Great Northern Hwy Lot 11896 / Shire of Northampton,Mine,Openpit,Operating,J06728,GBRM / Shire of Northampton,114.638700000000000,-28.187799999999999,268198,6879736,50,Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,1841,NORTHAMPTON,SH50-01,GERALDTON,"NORTHAMPTON, SHIRE OF","MID-WEST, Development Region",66,NORTHAMPTON M.F.,"Pinjarra Orogen, Northampton Inlier",20250611
S0242803,Neville East,Neville East,Mine,Openpit,Operating,J01703,Sunrise Dam,122.433908000000002,-29.071142999999999,444900,6784000,51,Au,Precious metal,GOLD,Neville East,N,,N,,Operating Mine,Public,3339,LAKE CAREY,SH51-06,EDJUDINA,"LAVERTON, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",39,MT. MORGANS,Eastern Goldfields Superterrane,20250611
S0242804,R12982 Ralphs Rd Lot 7163 / Shire,Reserve 12982 Ralphs Rd Lot 7163 / Shire of Northampton,Mine,Openpit,Operating,J06728,GBRM / Shire of Northampton,114.759799999999998,-27.987600000000000,279681,6902149,50,Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,1842,AJANA,SG50-13,AJANA,"NORTHAMPTON, SHIRE OF","MID-WEST, Development Region",70,SOUTH WEST M.F.,"Pinjarra Orogen, Northampton Inlier",20250611
S0242805,R48527 Atkinson Cr Lot 12927 / Shire,Reserve 48527 Atkinson Cr Kalbarri Lot 12927 / Shire of Northampton,Mine,Openpit,Operating,J06728,GBRM / Shire of Northampton,114.209199999999996,-27.716400000000000,224824,6931094,50,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,1742,KALBARRI,SG50-13,AJANA,"NORTHAMPTON, SHIRE OF","MID-WEST, Development Region",70,SOUTH WEST M.F.,Gascoyne Platform,20250611
S0242806,R48528 Atkinson Cr Lot 12928 North / Shire,Reserve 48528 Atkinson Cr Kalbarri Lot 12928 North / Shire of Northampton,Mine,Openpit,Operating,J06728,GBRM / Shire of Northampton,114.201800000000006,-27.714900000000000,224090,6931243,50,Gvl Clay,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,1742,KALBARRI,SG50-13,AJANA,"NORTHAMPTON, SHIRE OF","MID-WEST, Development Region",70,SOUTH WEST M.F.,Gascoyne Platform,20250611
S0242807,R48528 Atkinson Cr Lot 12928 South / Shire,Reserve 48528 Atkinson Cr Kalbarri Lot 12928 South / Shire of Northampton,Mine,Openpit,Operating,J06728,GBRM / Shire of Northampton,114.187600000000003,-27.724799999999998,222714,6930114,50,Gvl Clay,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,1742,KALBARRI,SG50-13,AJANA,"NORTHAMPTON, SHIRE OF","MID-WEST, Development Region",70,SOUTH WEST M.F.,Gascoyne Platform,20250611
S0242808,R44629 Blue Wells Rd Lot 12062 / Shire,Reserve 44629 Blue Wells Rd Lot 12062 / Shire of Northampton,Mine,Openpit,Operating,J06728,GBRM / Shire of Northampton,114.776399999999995,-28.278099999999998,281903,6869984,50,Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,1841,NORTHAMPTON,SH50-01,GERALDTON,"NORTHAMPTON, SHIRE OF","MID-WEST, Development Region",66,NORTHAMPTON M.F.,"Pinjarra Orogen, Northampton Inlier",20250611
S0242820,R44988 Shark Bay Rd Lot 96 / Shire,Reserve 44988 Shark Bay Rd Lot 96 / Shire of Shark Bay,Mine,Openpit,Operating,J01707,GBRM / Shire of Shark Bay,113.653199999999998,-26.123100000000001,765307,7107977,49,Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,1645,PERON,SG49-12,EDEL,"SHARK BAY, SHIRE OF","GASCOYNE, Development Region",9,GASCOYNE M.F.,Gascoyne Platform,20250611
S0242846,Sunnyglen Rd Loc 6725 East / Shire,Sunnyglen Rd Loc 6725 East / Shire of Denmark,Mine,Openpit,Operating,J06731,GBRM / Shire of Denmark,117.472399999999993,-34.903700000000001,543157,6137534,50,Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2328,DENMARK,SI50-11,MOUNT BARKER,"DENMARK, SHIRE OF","GREAT SOUTHERN, Development Region",70,SOUTH WEST M.F.,Nornalup Zone,20250611
S0242857,R35160 Mount Shadforth Rd Lot 947 / Shire,Reserve 35160 Mount Shadforth Rd Lot 947 / Shire of Denmark,Mine,Openpit,Operating,J06731,GBRM / Shire of Denmark,117.230099999999993,-34.962400000000002,521006,6131102,50,Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2328,DENMARK,SI50-11,MOUNT BARKER,"DENMARK, SHIRE OF","GREAT SOUTHERN, Development Region",70,SOUTH WEST M.F.,Nornalup Zone,20250611
S0242859,R22890 Scotsdale Rd Lot 784 / Unvested,Reserve 22890 Scotsdale Rd Lot 784 / DPLH,Mine,Openpit,Operating,J06500,GBRM Reserves unvested - Great Southern / DPLH,117.349299999999999,-34.934100000000001,531899,6134209,50,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2328,DENMARK,SI50-11,MOUNT BARKER,"DENMARK, SHIRE OF","GREAT SOUTHERN, Development Region",70,SOUTH WEST M.F.,Nornalup Zone,20250611
S0242867,Hamilton Rd Loc 2017 Lot 75 New / Williams,Hamilton Rd Scotsdale Loc 2017 Lot 75 New / Williams,Mine,Openpit,Operating,J06733,Denmark / Williams,117.341300000000004,-34.903399999999998,531180,6137616,50,Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2328,DENMARK,SI50-11,MOUNT BARKER,"DENMARK, SHIRE OF","GREAT SOUTHERN, Development Region",70,SOUTH WEST M.F.,Nornalup Zone,20250611
S0242869,Hazelvale Rd Lot 1 / Pascoe,Hazelvale Rd Tingledale Lot 1 / Pascoe,Mine,Openpit,Operating,,,116.861099999999993,-34.948599999999999,487317,6132648,50,Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2228,DEEP RIVER,SI50-10,PEMBERTON,"DENMARK, SHIRE OF","GREAT SOUTHERN, Development Region",70,SOUTH WEST M.F.,Nornalup Zone,20250611
S0242870,Mount Shadforth Rd Lot 435 / Nekel,Mount Shadforth Rd Tingledale Lot 435 / Nekel,Mine,Openpit,Operating,,,117.273600000000002,-34.956200000000003,524979,6131779,50,Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2328,DENMARK,SI50-11,MOUNT BARKER,"DENMARK, SHIRE OF","GREAT SOUTHERN, Development Region",70,SOUTH WEST M.F.,Nornalup Zone,20250611
S0242878,Sunny Glen Rd Loc 6722 Lot 7 Gravel 3 / Burke,Sunny Glen Rd Hay Loc 6722 Lot 7 Gravel 3 / Burke,Mine,Openpit,Operating,J06734,Denmark / Burke,117.447900000000004,-34.942100000000003,540900,6133286,50,Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2328,DENMARK,SI50-11,MOUNT BARKER,"DENMARK, SHIRE OF","GREAT SOUTHERN, Development Region",70,SOUTH WEST M.F.,Nornalup Zone,20250611
S0242879,Valley Of The Giants Rd Lot 1678 / Smith,Valley Of The Giants Rd Bow Bridge Lot 1678 / Smith,Mine,Openpit,Operating,,,116.937700000000007,-34.942300000000003,494311,6133353,50,Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2228,DEEP RIVER,SI50-10,PEMBERTON,"DENMARK, SHIRE OF","GREAT SOUTHERN, Development Region",70,SOUTH WEST M.F.,Nornalup Zone,20250611
S0242910,King Rd Loc 348  / Belli,King Rd Ravensthorpe Loc 348  / Belli,Mine,Openpit,Operating,,,119.988699999999994,-33.439100000000003,777850,6296037,50,Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2831,KING,SI50-08,NEWDEGATE,"RAVENSTHORPE, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",74,PHILLIPS RIVER M.F.,Youanmi Terrane,20250611
S0242911,Mount Short Rd Lot 459 / Belli,Mount Short Rd Ravensthorpe Lot 459 / Belli,Mine,Openpit,Operating,,,119.992599999999996,-33.456800000000001,778156,6294063,50,Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2831,KING,SI50-08,NEWDEGATE,"RAVENSTHORPE, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",74,PHILLIPS RIVER M.F.,Youanmi Terrane,20250611
S0242924,South Coast Hwy Lot 762 / Readymix,South Coast Hwy Munglinup Lot 762 / Readymix,Mine,Openpit,Operating,,,120.677499999999995,-33.650300000000001,284624,6274197,51,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,3030,OLDFIELD,SI51-05,RAVENSTHORPE,"RAVENSTHORPE, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",74,PHILLIPS RIVER M.F.,"Northern Foreland, Albany-Fraser Orogen",20250611
S0242930,R36443 Old Ravensthorpe Rd Lot 3014 / Unvested,Reserve 36443 Old Ravensthorpe Rd Lot 3014 / DPLH,Mine,Openpit,Operating,J06624,GBRM Reserves unvested - Wheatbelt / DPLH,119.395300000000006,-33.386800000000001,722803,6303267,50,Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2731,NEWDEGATE,SI50-08,NEWDEGATE,"LAKE GRACE, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,Yilgarn Craton granites,20250611
S0242935,R42524 Ardler Rd Lot 3123 / Shire,Reserve 42524 Ardler Rd Lot 3123 / Shire of Lake Grace,Mine,Openpit,Operating,J06746,GBRM / Shire of Lake Grace,119.240600000000001,-33.330500000000001,708544,6309831,50,Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2731,NEWDEGATE,SI50-08,NEWDEGATE,"LAKE GRACE, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,Yilgarn Craton granites,20250611
S0242936,R42524 Ardler Rd Lot 3122 / Shire,Reserve 42524 Ardler Rd Lot 3122 / Shire of Lake Grace,Mine,Openpit,Operating,J06746,GBRM / Shire of Lake Grace,119.217799999999997,-33.342599999999997,706393,6308535,50,Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2731,NEWDEGATE,SI50-08,NEWDEGATE,"LAKE GRACE, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,Yilgarn Craton granites,20250611
S0242937,R20350 Magenta Rd Lot 2456 / DBCA,Reserve 20350 Magenta Rd Lot 2456 / DBCA,Mine,Openpit,Operating,J06745,GBRM Reserves - Wheatbelt / DBCA,119.210400000000007,-33.337100000000000,705717,6309159,50,Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2731,NEWDEGATE,SI50-08,NEWDEGATE,"LAKE GRACE, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,Yilgarn Craton granites,20250611
