SITE_CODE,SHORT_TITLE,TITLE,SITE_TYPE,SUB_TYPE,STAGE,PROJ_CODE,PROJECT_TITLE,LONGITUDE,LATITUDE,EASTING,NORTHING,MGA_ZONE,COMMODITIES,COMMODITY_GROUP_NAME,TARGET_GROUP_NAME,MAP_LABEL_NAME,INCLUDE_COMMODITY_FLAG,MAP_COMMODITIES,ACTIVE_FLAG,SYMBOL,MAP_SERIES,CONFIDENTIALITY,MAP_SHEET_NO_100K,MAP_SHEET_NAME_100K,MAP_SHEET_NO_250K,MAP_SHEET_NAME_250K,LGA_NAME,DEVELOPMENT_REGION,DISTRICT_NO,DISTRICT_NAME,TECTONIC_UNIT,EXTRACT_DATE
S0241744,Hunwick Rd Lot 7428,Hunwick Rd Torbay Lot 7428,Mine,Openpit,Operating,J06542,Torbay / Carter,117.611400000000003,-34.943500000000000,555829,6133051,50,Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2428,MOUNT BARKER,SI50-11,MOUNT BARKER,"ALBANY, CITY OF","GREAT SOUTHERN, Development Region",70,SOUTH WEST M.F.,Esperance Shelf,20250611
S0241746,Hunwick Rd Lot 6631,Hunwick Rd Torbay Lot 6631,Mine,Openpit,Operating,J06565,Hunwick Rd Torbay,117.628100000000003,-34.942100000000003,557355,6133197,50,Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2428,MOUNT BARKER,SI50-11,MOUNT BARKER,"ALBANY, CITY OF","GREAT SOUTHERN, Development Region",70,SOUTH WEST M.F.,Esperance Shelf,20250611
S0241757,Deep Creek Rd Loc 5822,Deep Creek Rd Napier Loc 5822,Mine,Openpit,Operating,J04532,Albany / Armogedin (Great Southern Sands/Spinifex),118.003500000000003,-34.862400000000001,591725,6141756,50,Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2528,MANYPEAKS,SI50-11,MOUNT BARKER,"ALBANY, CITY OF","GREAT SOUTHERN, Development Region",70,SOUTH WEST M.F.,Esperance Shelf,20250611
S0241769,Mindijup Rd Lot 102 Gravel and Clay / Armogedin,Mindijup Rd Lot 102 Gravel and Clay / Armogedin,Mine,Openpit,Operating,J04532,Albany / Armogedin (Great Southern Sands/Spinifex),118.080399999999997,-34.747599999999998,598892,6154415,50,Gvl Clay,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2528,MANYPEAKS,SI50-11,MOUNT BARKER,"ALBANY, CITY OF","GREAT SOUTHERN, Development Region",70,SOUTH WEST M.F.,Esperance Shelf,20250611
S0241771,R27679 Redmond-Hay River Rd Lot 300 / CoA,Reserve 27679 Redmond-Hay River Rd Lot 300 / City of Albany,Mine,Openpit,Operating,J04579,GBRM / City of Albany,117.566299999999998,-34.845799999999997,551772,6143910,50,Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2428,MOUNT BARKER,SI50-11,MOUNT BARKER,"ALBANY, CITY OF","GREAT SOUTHERN, Development Region",70,SOUTH WEST M.F.,Nornalup Zone,20250611
S0241774,Redmond Hay River Rd Lot 302,Redmond Hay River Rd Redmond Lot 302,Mine,Openpit,Operating,J06534,Redmond / Bunns,117.747500000000002,-34.891599999999997,568301,6138723,50,Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2428,MOUNT BARKER,SI50-11,MOUNT BARKER,"ALBANY, CITY OF","GREAT SOUTHERN, Development Region",70,SOUTH WEST M.F.,Esperance Shelf,20250611
S0241779,Parker Brook Rd Lot 10 / Lyon,Parker Brook Rd Willyung Lot 10 / Lyon,Mine,Openpit,Operating,J06420,Willyung / Lyon,117.841099999999997,-34.931500000000000,576816,6134230,50,Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2428,MOUNT BARKER,SI50-11,MOUNT BARKER,"ALBANY, CITY OF","GREAT SOUTHERN, Development Region",70,SOUTH WEST M.F.,Esperance Shelf,20250611
S0241785,South Coast Hwy Lot 152 Site 3 / AD Contractors,South Coast Hwy Kalgan Loc 4791 Lot 152 Site 3  / AD Contractors,Mine,Openpit,Operating,J03143,Albany Construction Materials / AD Contractors,117.991799999999998,-34.894500000000001,590620,6138207,50,Sd Lsd Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2428,MOUNT BARKER,SI50-11,MOUNT BARKER,"ALBANY, CITY OF","GREAT SOUTHERN, Development Region",70,SOUTH WEST M.F.,Nornalup Zone,20250611
S0241788,Mindijup Rd Lot 102 Site 2 / Armogedin,Mindijup Rd Lot 102 Site 2 / Armogedin,Mine,Openpit,Operating,J04532,Albany / Armogedin (Great Southern Sands/Spinifex),118.067300000000003,-34.755099999999999,597684,6153596,50,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2528,MANYPEAKS,SI50-11,MOUNT BARKER,"ALBANY, CITY OF","GREAT SOUTHERN, Development Region",70,SOUTH WEST M.F.,Esperance Shelf,20250611
S0241806,Sandy Ridge Cell 1 / Tellus,Sandy Ridge Kaolin Cell 1 / Tellus,Mine,Openpit,Operating,J04723,Sandy Ridge Kaolin / Tellus,120.090199999999996,-30.361400000000000,220319,6637575,51,Kln,Industrial mineral,CLAYS,Sandy Ridge Kaolin Cell 1 / Tellus,N,,N,,Operating Mine,Public,2937,NEARANGING,SH51-09,KALGOORLIE,"COOLGARDIE, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",16,KUNANALLING,Youanmi Terrane,20250611
S0241810,Sandy Ridge Cell 2 / Tellus,Sandy Ridge Kaolin Cell 2 / Tellus,Mine,Openpit,Under Development,J04723,Sandy Ridge Kaolin / Tellus,120.083399999999997,-30.359100000000002,219659,6637814,51,Kln,Industrial mineral,CLAYS,,N,,,,,Public,2937,NEARANGING,SH51-09,KALGOORLIE,"COOLGARDIE, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",16,KUNANALLING,Youanmi Terrane,20250611
S0241833,Borden-Bremer Bay Rd Lot 1566 Gravel / Buckenara,Borden-Bremer Bay Rd Bremer Bay Lot 1566 Gravel / Buckenara,Mine,Openpit,Operating,J04525,Bremer Lime / Buckenara,119.233099999999993,-34.370100000000001,705342,6194547,50,Gvl CaO Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2729,BREMER,SI50-12,BREMER BAY,"JERRAMUNGUP, SHIRE OF","GREAT SOUTHERN, Development Region",70,SOUTH WEST M.F.,Esperance Shelf,20250611
S0241835,Borden-Bremer Bay Rd Lot 1566 West / Buckenara,Borden-Bremer Bay Rd Bremer Bay Lot 1566 West / Buckenara,Mine,Openpit,Operating,J04525,Bremer Lime / Buckenara,119.221400000000003,-34.372700000000002,704259,6194282,50,CaO Gvl Sd,Industrial mineral,CONSTRUCTION MATERIALS,Borden-Bremer Bay Rd Bremer Bay Lot 1566 West / Buckenara,N,,N,,Operating Mine,Public,2729,BREMER,SI50-12,BREMER BAY,"JERRAMUNGUP, SHIRE OF","GREAT SOUTHERN, Development Region",70,SOUTH WEST M.F.,Esperance Shelf,20250611
S0241836,Swamp Rd Lot 1924 / Buckenara,Swamp Rd Bremer Bay Lot 1924 / Buckenara,Mine,Openpit,Operating,J04525,Bremer Lime / Buckenara,119.266300000000001,-34.348900000000000,708448,6196830,50,CaO Gvl Sd,Industrial mineral,CONSTRUCTION MATERIALS,Swamp Rd Bremer Bay Lot 1924 / Buckenara,N,,N,,Operating Mine,Public,2729,BREMER,SI50-12,BREMER BAY,"JERRAMUNGUP, SHIRE OF","GREAT SOUTHERN, Development Region",70,SOUTH WEST M.F.,Esperance Shelf,20250611
S0241838,R37857 South Coast Hwy Lot 2067 / MRWA,Reserve 37857 South Coast Hwy Lot 2067 / Main Road WA,Mine,Openpit,Operating,J04575,GBRM Reserves Great Southern / Main Roads WA,119.057100000000005,-33.922899999999998,690155,6244487,50,Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2730,JACUP,SI50-08,NEWDEGATE,"JERRAMUNGUP, SHIRE OF","GREAT SOUTHERN, Development Region",70,SOUTH WEST M.F.,Yilgarn Craton granites,20250611
S0241912,Wonder Underground,Wonder Underground,Mine,Decline,Operating,J05074,Bundarra / Bligh,121.181518999999994,-28.340682000000001,321751,6863714,51,Au Ag,Precious metal,GOLD,Wonder Underground,N,,Y,,Operating Mine,Public,3141,WEEBO,SH51-01,LEONORA,"LEONORA, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",37,MT. MALCOLM,Yilgarn Craton granites,20250611
S0241945,R24564 Piggott Rd / CoB,Reserve 24564 Piggott Rd Lot 4134 / City of Busselton,Mine,Openpit,Operating,J04721,GBRM / City of Busselton,115.444199999999995,-33.761699999999998,355918,6263178,50,Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,1930,BUSSELTON,SI50-05,BUSSELTON,"BUSSELTON, CITY OF","SOUTH WEST, Development Region",70,SOUTH WEST M.F.,Bunbury Trough,20250611
S0241951,Gibb Rd Kaloorup Lot 102 / Margaret R Nat Resources,Gibb Rd Kaloorup Lot 102 / Margaret River Natural Resources,Mine,Openpit,Operating,J06482,Kaloorup / Margaret River Natural Resources,115.181799999999996,-33.776699999999998,331644,6261117,50,Sd Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,1930,BUSSELTON,SI50-05,BUSSELTON,"BUSSELTON, CITY OF","SOUTH WEST, Development Region",70,SOUTH WEST M.F.,Treeton Terrace,20250611
S0241967,Mt Gould Scree 1,Mt Gould Scree 1,Mine,Openpit,Operating,J03454,Mt Gould Iron,117.333826999999999,-25.798622999999999,533465,7146574,50,Fe Hem Mn TiO2,Iron,IRON ORE,Mt Gould,N,,Y,,Operating Mine,Public,2346,GOULD,SG50-07,ROBINSON RANGE,"MEEKATHARRA, SHIRE OF","MID-WEST, Development Region",52,PEAK HILL M.F.,Narryer Terrane,20250611
S0241995,Gulberti Rd Lot 1757 / Harbecks,Gulberti Rd Lot 1757 Tutunup / Harbecks,Mine,Openpit,Operating,J04648,Busselton / Harbecks Transport,115.511899999999997,-33.662700000000001,362030,6274248,50,Sd Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2030,DONNYBROOK,SI50-06,COLLIE,"BUSSELTON, CITY OF","SOUTH WEST, Development Region",70,SOUTH WEST M.F.,Bunbury Trough,20250611
S0242002,R18520 Chapman Hill Rd Lot 915  / CoB,Reserve 18520 Chapman Hill Rd Chapman Hill Lot 915  / City of Busselton,Mine,Openpit,Operating,J04721,GBRM / City of Busselton,115.324399999999997,-33.804900000000004,344900,6258213,50,Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,1930,BUSSELTON,SI50-05,BUSSELTON,"BUSSELTON, CITY OF","SOUTH WEST, Development Region",70,SOUTH WEST M.F.,Bunbury Trough,20250611
S0242010,R22884 Rendezvous Rd Lot 500 / CoB,Reserve 22884 Rendezvous Rd Lot 500 / City of Busselton,Mine,Openpit,Operating,J04721,GBRM / City of Busselton,115.318500000000000,-33.682099999999998,344132,6271822,50,Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,1930,BUSSELTON,SI50-05,BUSSELTON,"BUSSELTON, CITY OF","SOUTH WEST, Development Region",70,SOUTH WEST M.F.,Bunbury Trough,20250611
S0242018,R12493 Caves Rd Lot 4842 / CoB,Reserve 12493 Caves Rd Lot 4842 / City of Busselton,Mine,Openpit,Operating,J04721,GBRM / City of Busselton,115.093800000000002,-33.621699999999997,323177,6278158,50,Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,1930,BUSSELTON,SI50-05,BUSSELTON,"BUSSELTON, CITY OF","SOUTH WEST, Development Region",70,SOUTH WEST M.F.,"Pinjarra Orogen, Leeuwin Inlier",20250611
S0242096,Fraser Creek Sand,Fraser Creek Sand / Hastings Tech,Mine,Openpit,Operating,J00775,Yangibana / Hastings,116.263700000000000,-23.942100000000000,425075,7351988,50,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2150,EDMUND,SF50-14,EDMUND,"UPPER GASCOYNE, SHIRE OF","GASCOYNE, Development Region",9,GASCOYNE M.F.,Burringurrah Domain,20250611
S0242108,F33 Six Mile Rd / Shire,F33 Six Mile Rd / Shire of Nannup,Mine,Openpit,Operating,J01573,GBRM / Shire of Nannup,115.675399999999996,-34.033299999999997,377719,6233360,50,Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2029,DONNELLY,SI50-10,PEMBERTON,"NANNUP, SHIRE OF","SOUTH WEST, Development Region",70,SOUTH WEST M.F.,Bunbury Trough,20250611
S0242118,Great Central Gravel 6,Great Central Road Gravel 6,Mine,Openpit,Operating,J03992,GBRM / Shire of Laverton,124.404100000000000,-27.308100000000000,638935,6978658,51,Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,3743,BULDYA,SG51-15,THROSSELL,"LAVERTON, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",38,MT. MARGARET,Westwood Shelf,20250611
S0242136,Mardie Pond 9 / BCI,Mardie Evaporation Pond P9 / BCI,Mine,Pond,Under Development,J05265,Mardie Salt-Potash / BCI,115.946100000000001,-21.103899999999999,390540,7665990,50,Salt K2SO4,Industrial mineral,SALT,Mardie Evaporation Pond P9 / BCI,N,,N,,Operating Mine,Public,2055,MARDIE,SF50-06,YARRALOOLA,"KARRATHA, CITY OF","PILBARA, Development Region",8,ASHBURTON M.F.,Peedamullah Shelf,20250611
S0242138,Mardie KTMS Crystalliser / BCI,Mardie KTMS Crystalliser / BCI,Mine,Pond,Under Development,J05265,Mardie Salt-Potash / BCI,115.947400000000002,-21.136800000000001,390699,7662350,50,Salt K2SO4,Industrial mineral,SALT,Mardie KTMS Crystalliser / BCI,N,,N,,Operating Mine,Public,2055,MARDIE,SF50-06,YARRALOOLA,"KARRATHA, CITY OF","PILBARA, Development Region",8,ASHBURTON M.F.,Peedamullah Shelf,20250611
S0242203,Sandberg Rd Marbelup Lot 1943 / Ball,Sandberg Rd Marbelup Lot 1943 / Ball,Mine,Openpit,Operating,J06574,Sandberg Rd Marbelup / Ball,117.734899999999996,-34.972600000000000,567083,6129748,50,Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2428,MOUNT BARKER,SI50-11,MOUNT BARKER,"ALBANY, CITY OF","GREAT SOUTHERN, Development Region",70,SOUTH WEST M.F.,Esperance Shelf,20250611
S0242289,R39736 Barragoon Rd Lot 10629 / Shire,Reserve 39736 Barragoon Rd Lot 10629 / Shire of Gingin,Mine,Openpit,Operating,J03445,GBRM / Shire of Gingin,115.576899999999995,-31.354099999999999,364640,6530279,50,Lst Sd,Construction material,LIMESTONE - LIMESAND,,N,,,,,Public,2035,GINGIN,SH50-14,PERTH,"GINGIN, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,Vlaming Sub-basin,20250611
S0242325,R39413 Osman Rd Lot 10653 / DBCA,Reserve 39413 Osman Rd Lot 10653 / DBCA,Mine,Openpit,Operating,J06603,GBRM Reserves - Mid West / DBCA,115.680099999999996,-31.450500000000002,374585,6519715,50,Lst,Construction material,LIMESTONE - LIMESAND,,N,,,,,Public,2035,GINGIN,SH50-14,PERTH,"GINGIN, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,Mandurah Terrace,20250611
S0242328,R25264 Barberton West Rd Lot 3798 / Unvested,Reserve 25264 Barberton West Rd Lot 3798 / Unvested,Mine,Openpit,Operating,J06624,GBRM Reserves unvested - Wheatbelt / DPLH,115.856399999999994,-30.790800000000001,390583,6593023,50,Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2036,DANDARAGAN,SH50-10,MOORA,"DANDARAGAN, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,Dandaragan Trough,20250611
S0242329,R25256 Barberton West Rd Lot 3637 / Unvested,Reserve 25256 Barberton West Rd Lot 3637 / Unvested,Mine,Openpit,Operating,J06624,GBRM Reserves unvested - Wheatbelt / DPLH,115.945700000000002,-30.745799999999999,399081,6598094,50,Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2036,DANDARAGAN,SH50-10,MOORA,"MOORA, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,Barberton Terrace,20250611
S0242331,R15918 Wandawallah Rd Lot 2425 / Shire,Reserve 15918 Wandawallah Rd Lot 2425 / Shire of Dandaragan,Mine,Openpit,Operating,J05808,GBRM / Shire of Dandaragan,115.897599999999997,-30.739200000000000,394469,6598781,50,Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2036,DANDARAGAN,SH50-10,MOORA,"DANDARAGAN, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,Dandaragan Trough,20250611
S0242334,R41059 Watheroo Rd Lot 11736/ Shire,Reserve 41059 Watheroo Rd Lot 11736 / Shire of Dandaragan,Mine,Openpit,Operating,J05808,GBRM / Shire of Dandaragan,115.785899999999998,-30.316600000000001,383272,6645507,50,Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2037,BADGINGARRA,SH50-10,MOORA,"DANDARAGAN, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,Dandaragan Trough,20250611
S0242335,R44082 Agaton Rd Lot 4155 / Shire,Reserve 44082 Agaton Rd Lot 4155 / Shire of Dandaragan,Mine,Openpit,Operating,J05808,GBRM / Shire of Dandaragan,115.833399999999997,-30.371099999999998,387901,6639515,50,Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2037,BADGINGARRA,SH50-10,MOORA,"DANDARAGAN, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,Dandaragan Trough,20250611
S0242339,R38029 Cantabilling Rd Lot 11488 / Shire,Reserve 38029 Cantabilling Rd Lot 11488 / Shire of Dandaragan,Mine,Openpit,Operating,J05808,GBRM / Shire of Dandaragan,115.361099999999993,-30.268799999999999,342348,6650292,50,Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,1937,HILL RIVER,SH50-09,HILL RIVER,"DANDARAGAN, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,Coomallo Trough,20250611
S0242340,R35593 Cockleshell Gully Rd / DBCA,Reserve 35593 Cockleshell Gully Rd / DBCA,Mine,Openpit,Operating,J06603,GBRM Reserves - Mid West / DBCA,115.140299999999996,-30.175500000000000,320937,6660306,50,Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,1937,HILL RIVER,SH50-09,HILL RIVER,"DANDARAGAN, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,Cadda Terrace,20250611
S0242344,R25261 Kojan West Rd Lot 3666 / Unvested,Reserve 25261 Kojan West Rd Lot 3666 / Unvested,Mine,Openpit,Operating,J06624,GBRM Reserves unvested - Wheatbelt / DPLH,115.995800000000003,-30.820200000000000,403951,6589892,50,Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2036,DANDARAGAN,SH50-10,MOORA,"MOORA, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,Barberton Terrace,20250611
S0242345,R12276 Cervantes Rd Lot 3814 / Shire,Reserve 12276 Dandaragan Rd Lot 3814 / Shire of Dandaragan,Mine,Openpit,Operating,J05808,GBRM / Shire of Dandaragan,115.774199999999993,-30.612300000000001,382502,6612723,50,Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2036,DANDARAGAN,SH50-10,MOORA,"DANDARAGAN, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,Dandaragan Trough,20250611
S0242346,R34644 Wongonderrah Rd Lot 4011 / Shire,Reserve 34644 Wongonderrah Rd Lot 4011 / Shire of Dandaragan,Mine,Openpit,Operating,J05808,GBRM / Shire of Dandaragan,115.431899999999999,-30.547300000000000,349588,6619520,50,Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,1936,WEDGE ISLAND,SH50-09,HILL RIVER,"DANDARAGAN, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,Coomallo Trough,20250611
S0242358,R12301 Gunyidi-Wubin Rd Lot 11725 / Shire,Reserve 12301 Gunyidi-Wubin Rd Lot 11725 / Shire of Coorow,Mine,Openpit,Operating,J04891,GBRM / Shire of Coorow,116.323400000000007,-30.124800000000000,434824,6667192,50,Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2137,WATHEROO,SH50-10,MOORA,"COOROW, SHIRE OF","MID-WEST, Development Region",70,SOUTH WEST M.F.,Yilgarn Craton granites,20250611
S0242362,R35367 Lynch Rd Lot 11193  / MRWA,Reserve 35367 Lynch Rd Lot 11193 / MRWA,Mine,Openpit,Operating,J06602,GBRM Reserves Mid-West / Main Roads WA,115.674300000000002,-29.450199999999999,371434,6741403,50,Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2039,YANDANOOKA,SH50-06,PERENJORI,"THREE SPRINGS, SHIRE OF","MID-WEST, Development Region",70,SOUTH WEST M.F.,Yandanooka Basin,20250611
S0242365,Telegraph Rd Lot 745 / Duduwa,Telegraph Rd Three Springs Lot 745 / Duduwa Haulage,Mine,Openpit,Operating,J06636,Three Springs / Dudawa Haulage,115.753100000000003,-29.511800000000001,379150,6734661,50,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2038,CARNAMAH,SH50-06,PERENJORI,"THREE SPRINGS, SHIRE OF","MID-WEST, Development Region",70,SOUTH WEST M.F.,Irwin Terrace,20250611
S0242466,Mogumber-Yarrawindah Rd Mogumber Lot 127 / Shire,Mogumber-Yarrawindah Rd Mogumber Lot 127 / Shire of Victoria Plains,Mine,Openpit,Operating,J06641,GBRM / Shire of Victoria Plains,116.121399999999994,-31.031900000000000,416149,6566531,50,Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2135,CHITTERING,SH50-14,PERTH,"VICTORIA PLAINS, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,Yilgarn Craton granites,20250611
S0242469,Burnett Rd Lot 32 / Catalano,Burnett Rd Yarawindah Lot 32 / Catalano,Mine,Openpit,Operating,J05707,Victoria Plains / Catalano,116.200100000000006,-31.078499999999998,423698,6561423,50,Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2135,CHITTERING,SH50-14,PERTH,"VICTORIA PLAINS, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,South West Terrane,20250611
S0242480,Bindi Bindi-Toodyay Rd Lot 27248 / Ethan Park,Bindi Bindi-Toodyay Rd Bolgart Lot 27248 / Ethan Park Contractors,Mine,Openpit,Operating,,,116.500900000000001,-31.223199999999999,452463,6545554,50,Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2235,GOOMALLING,SH50-14,PERTH,"VICTORIA PLAINS, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,South West Terrane,20250611
S0242485,Flynn Dr Lot 503 / Italia Stone,Flynn Dr Lot 503 / Italia Stone Group,Mine,Openpit,Operating,J01232,Flynn Dr Neerabup Lot 21 / WA Land Authority,115.774699999999996,-31.679900000000000,383859,6494391,50,Lst Lsd Agg,Construction material,LIMESTONE - LIMESAND,,N,,,,,Public,2034,PERTH,SH50-14,PERTH,"WANNEROO, CITY OF",METRO,70,SOUTH WEST M.F.,Mandurah Terrace,20250611
S0242494,Mather Dr Lot 9003 Stages 3-4 / Urban,Mather Dr Neerabup Lot 9003 Stages 3-4 / Urban Resources,Mine,Openpit,Operating,J06059,Mather Dr Neerabup Lot 9003 / City of Wanneroo,115.788100000000000,-31.674800000000001,385123,6494971,50,Sdc Lst,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2034,PERTH,SH50-14,PERTH,"WANNEROO, CITY OF",METRO,70,SOUTH WEST M.F.,Mandurah Terrace,20250611
S0242495,Flynn Dr Lot 901 / Borrello,Flynn Dr Neerabup Lot 901 / Borrello,Mine,Openpit,Operating,J02171,Flynn Drive Neerabup / Carramar Sand,115.806899999999999,-31.681400000000000,386913,6494259,50,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2034,PERTH,SH50-14,PERTH,"WANNEROO, CITY OF",METRO,70,SOUTH WEST M.F.,Mandurah Terrace,20250611
S0242533,South Erregulla,South Erregulla,Mine,Other,Operating,J06326,Greater Erregulla Gas,115.318085999999994,-29.474941999999999,336924,6738215,50,NaturalGas,Energy,PETROLEUM,,N,,,,,Public,1939,MINGENEW,SH50-05,DONGARA,"THREE SPRINGS, SHIRE OF","MID-WEST, Development Region",70,SOUTH WEST M.F.,Dandaragan Trough,20250611
S0242554,Sand King UG,Sand King Underground,Mine,Decline,Operating,J00084,Davyhurst - Lady Ida - Mulline - Riverina - Siberia Gold,120.959929000000002,-30.211815999999999,303638,6655983,51,Au Ag,Precious metal,GOLD,Sand King,N,,N,,Operating Mine,Public,3037,DAVYHURST,SH51-09,KALGOORLIE,"KALGOORLIE-BOULDER, CITY OF","GOLDFIELDS-ESPERANCE, Development Region",24,BROAD ARROW M.F.,Eastern Goldfields Superterrane,20250611
S0242578,Abercorn Rd Lot 5 Gravel / SGS,Abercorn Rd Lot 5 Gravel / SGS,Mine,Openpit,Operating,J03999,Abercorn Rd / Great Sand Supplies,116.402600000000007,-31.920300000000001,443523,6468242,50,Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2134,WOOROLOO,SH50-14,PERTH,"MUNDARING, SHIRE OF",METRO,70,SOUTH WEST M.F.,Yilgarn Craton granites,20250611
S0242611,Canover Rd Lot 3 / Shire,Canover Rd Jurien Lot 3 / Shire of Dandaragan,Mine,Openpit,Operating,J05808,GBRM / Shire of Dandaragan,115.118200000000002,-30.300100000000000,319037,6646460,50,Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,1937,HILL RIVER,SH50-09,HILL RIVER,"DANDARAGAN, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,Beagle Ridge,20250611
S0242612,Criddle Rd Lot 104,Criddle Rd Walkaway Lot 104,Mine,Openpit,Operating,,,114.903300000000002,-28.929800000000000,295619,6797982,50,Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,1840,GERALDTON,SH50-01,GERALDTON,"GREATER GERALDTON, CITY OF","MID-WEST, Development Region",70,SOUTH WEST M.F.,Greenough Shelf,20250611
S0242613,Criddle Rd Lot 105,Criddle Rd Walkaway Lot 105,Mine,Openpit,Operating,,,114.915099999999995,-28.947399999999998,296804,6796052,50,Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,1840,GERALDTON,SH50-01,GERALDTON,"GREATER GERALDTON, CITY OF","MID-WEST, Development Region",70,SOUTH WEST M.F.,Greenough Shelf,20250611
S0242624,Fraser Rd Lot 2050,Fraser Rd Mount Hill Lot 2050,Mine,Openpit,Operating,,,114.851299999999995,-28.985499999999998,290661,6791718,50,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,1840,GERALDTON,SH50-01,GERALDTON,"GREATER GERALDTON, CITY OF","MID-WEST, Development Region",70,SOUTH WEST M.F.,Greenough Shelf,20250611
S0242629,R3795 Lot 11870 / City of G-G,Reserve 3795 Geraldton-Mount Magnet Rd Lot 11870 / City of Greater Geraldton,Mine,Openpit,Operating,J04892,Geraldton-Greenough / City of Greater Geraldton,114.907100000000000,-28.708300000000001,295557,6822537,50,Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,1840,GERALDTON,SH50-01,GERALDTON,"GREATER GERALDTON, CITY OF","MID-WEST, Development Region",70,SOUTH WEST M.F.,Greenough Shelf,20250611
